hc,wc,length,Tamb,Q,Uin,PressurePaPressureProbe3
1.75,1.5,90,40,1272,7.75,406.14
1.75,1.5,90,-20,3132,7.75,388.06
1.75,1.5,90,40,3132,7.75,413.28
1.75,1.5,90,-20,5040,7.75,396.8
1.75,1.5,90,0,5040,7.75,404.8
1.75,1.5,90,40,5040,7.75,421.06
1.75,1.5,90,-20,1272,10,531.86
1.75,1.5,90,0,1272,10,541.47
1.75,1.5,90,20,1272,10,550.94
1.75,1.5,90,0,5040,10,562.96
1.75,1.5,90,20,5040,10,571.92
1.75,1.5,90,40,5040,10,581.12
2,0.5,30,0,1272,1,52.425
2,0.5,30,20,1272,1,54.65
2,0.5,30,40,1272,1,56.792
2,0.5,30,-20,3132,1,52.677
2,0.5,30,0,3132,1,55.311
2,0.5,30,20,3132,1,57.817
2,0.5,30,40,3132,1,60.207
2,0.5,30,-20,5040,1,55.172
2,0.5,30,0,5040,1,58.03
2,0.5,30,20,5040,1,60.749
2,0.5,30,40,5040,1,63.338
2,0.5,30,0,1272,3.25,198.54
2,0.5,30,20,1272,3.25,205.77
2,0.5,30,40,1272,3.25,212.31
2,0.5,30,0,3132,3.25,202.39
2,0.5,30,20,3132,3.25,209.83
2,0.5,30,40,3132,3.25,216.56
2,0.5,30,-20,5040,3.25,197.32
2,0.5,30,20,5040,3.25,213.5
2,0.5,30,40,5040,3.25,220.52
2,0.5,30,-20,1272,5.5,355.16
2,0.5,30,0,1272,5.5,368.33
2,0.5,30,20,1272,5.5,380.45
2,0.5,30,-20,3132,5.5,359.42
2,0.5,30,20,3132,5.5,384.99
2,0.5,30,40,3132,5.5,396.37
2,0.5,30,-20,5040,5.5,363.39
2,0.5,30,20,5040,5.5,389.31
2,0.5,30,40,5040,5.5,400.9
2,0.5,30,-20,1272,7.75,538.86
2,0.5,30,0,1272,7.75,555.23
2,0.5,30,40,1272,7.75,589.21
2,0.5,30,-20,3132,7.75,543.95
2,0.5,30,0,3132,7.75,560.46
2,0.5,30,40,3132,7.75,594.55
2,0.5,30,-20,5040,7.75,548.9
2,0.5,30,0,5040,7.75,565.5
2,0.5,30,20,5040,7.75,582.78
2,0.5,30,0,1272,10,762.99
2,0.5,30,40,1272,10,802.05
2,0.5,30,-20,3132,10,750.8
2,0.5,30,0,3132,10,769.04
2,0.5,30,20,3132,10,788.42
2,0.5,30,40,3132,10,808.04
2,0.5,30,0,5040,10,774.95
2,0.5,30,20,5040,10,794.33
2,0.5,60,-20,1272,1,101.35
2,0.5,60,20,1272,1,110.78
2,0.5,60,40,1272,1,115.24
2,0.5,60,-20,5040,1,123.09
2,0.5,60,0,5040,1,129.38
2,0.5,60,40,5040,1,141.01
2,0.5,60,0,1272,3.25,383.53
2,0.5,60,-20,3132,3.25,379.87
2,0.5,60,0,3132,3.25,397.36
2,0.5,60,20,3132,3.25,413.5
2,0.5,60,-20,5040,3.25,392.06
2,0.5,60,0,5040,3.25,410.6
2,0.5,60,40,5040,3.25,442.73
2,0.5,60,-20,1272,5.5,663.22
2,0.5,60,0,1272,5.5,693.21
2,0.5,60,20,1272,5.5,720.86
2,0.5,60,0,3132,5.5,708.47
2,0.5,60,40,3132,5.5,762.09
2,0.5,60,-20,5040,5.5,691.87
2,0.5,60,0,5040,5.5,723.41
2,0.5,60,20,5040,5.5,751.76
2,0.5,60,0,1272,7.75,1022.5
2,0.5,60,40,1272,7.75,1101.8
2,0.5,60,-20,3132,7.75,998.16
2,0.5,60,0,3132,7.75,1039.3
2,0.5,60,20,3132,7.75,1079.8
2,0.5,60,40,3132,7.75,1119.4
2,0.5,60,-20,5040,7.75,1014.1
2,0.5,60,0,5040,7.75,1055.8
2,0.5,60,20,5040,7.75,1096.9
2,0.5,60,40,5040,7.75,1137
2,0.5,60,-20,1272,10,1329.3
2,0.5,60,0,1272,10,1377.9
2,0.5,60,20,1272,10,1426.9
2,0.5,60,40,1272,10,1475.4
2,0.5,60,-20,3132,10,1347
2,0.5,60,0,3132,10,1396.4
2,0.5,60,20,3132,10,1445.6
2,0.5,60,40,3132,10,1494.4
2,0.5,60,-20,5040,10,1364.9
2,0.5,60,0,5040,10,1414.6
2,0.5,60,20,5040,10,1464.3
2,0.5,60,40,5040,10,1513.4
2,0.5,90,20,1272,1,172.93
2,0.5,90,40,1272,1,179.82
2,0.5,90,0,3132,1,192.23
2,0.5,90,-20,5040,1,209.78
2,0.5,90,0,5040,1,220.14
2,0.5,90,20,5040,1,229.88
2,0.5,90,-20,1272,3.25,552.3
2,0.5,90,0,1272,3.25,577.95
2,0.5,90,20,1272,3.25,601.67
2,0.5,90,40,1272,3.25,623.54
2,0.5,90,-20,3132,3.25,580.42
2,0.5,90,40,3132,3.25,655.4
2,0.5,90,-20,5040,3.25,608.18
2,0.5,90,0,5040,3.25,637.04
2,0.5,90,40,5040,3.25,687.58
2,0.5,90,-20,1272,5.5,986.08
2,0.5,90,20,1272,5.5,1075.4
2,0.5,90,40,1272,5.5,1116.1
2,0.5,90,20,3132,5.5,1108.5
2,0.5,90,40,3132,5.5,1150.2
2,0.5,90,-20,5040,5.5,1047.5
2,0.5,90,0,5040,5.5,1096.5
2,0.5,90,20,5040,5.5,1141.9
2,0.5,90,40,5040,5.5,1184.9
2,0.5,90,0,1272,7.75,1511.4
2,0.5,90,20,1272,7.75,1575.9
2,0.5,90,40,1272,7.75,1637.8
2,0.5,90,20,3132,7.75,1611.8
2,0.5,90,40,3132,7.75,1674.6
2,0.5,90,-20,5040,7.75,1513.2
2,0.5,90,0,5040,7.75,1581.3
2,0.5,90,20,5040,7.75,1648
2,0.5,90,40,5040,7.75,1711.7
2,0.5,90,-20,3132,10,1975.3
2,0.5,90,0,3132,10,2055.1
2,0.5,90,20,3132,10,2139.7
2,0.5,90,-20,5040,10,2012.3
2,0.5,90,0,5040,10,2093.1
2,0.75,30,-20,1272,1,25.842
2,0.75,30,0,1272,1,27.054
2,0.75,30,40,1272,1,29.308
2,0.75,30,-20,3132,1,26.384
2,0.75,30,0,3132,1,27.716
2,0.75,30,20,3132,1,29.008
2,0.75,30,-20,5040,1,27.537
2,0.75,30,40,5040,1,31.518
2,0.75,30,-20,1272,3.25,104.37
2,0.75,30,0,1272,3.25,107.83
2,0.75,30,40,1272,3.25,114.33
2,0.75,30,-20,3132,3.25,104.94
2,0.75,30,0,3132,3.25,108.56
2,0.75,30,-20,5040,3.25,105.42
2,0.75,30,0,5040,3.25,109.07
2,0.75,30,-20,1272,5.5,200.99
2,0.75,30,0,1272,5.5,205.99
2,0.75,30,20,1272,5.5,211.09
2,0.75,30,40,1272,5.5,216.19
2,0.75,30,-20,3132,5.5,202.93
2,0.75,30,0,3132,5.5,207.92
2,0.75,30,20,3132,5.5,213.05
2,0.75,30,-20,5040,5.5,204.47
2,0.75,30,20,5040,5.5,214.58
2,0.75,30,40,5040,5.5,219.77
2,0.75,30,-20,1272,7.75,315.74
2,0.75,30,20,1272,7.75,326.27
2,0.75,30,-20,3132,7.75,318.85
2,0.75,30,20,3132,7.75,329.28
2,0.75,30,40,3132,7.75,335.13
2,0.75,30,-20,5040,7.75,321.53
2,0.75,30,0,5040,7.75,326.45
2,0.75,30,40,5040,7.75,337.71
2,0.75,30,-20,1272,10,449.26
2,0.75,30,0,1272,10,452.88
2,0.75,30,40,1272,10,463.19
2,0.75,30,0,3132,10,456.86
2,0.75,30,20,3132,10,461.5
2,0.75,30,40,3132,10,466.97
2,0.75,30,-20,5040,10,456.95
2,0.75,30,20,5040,10,465.07
2,0.75,60,-20,1272,1,51.439
2,0.75,60,0,1272,1,53.941
2,0.75,60,-20,3132,1,55.249
2,0.75,60,0,3132,1,58.19
2,0.75,60,40,3132,1,63.666
2,0.75,60,-20,5040,1,60.38
2,0.75,60,0,5040,1,63.546
2,0.75,60,40,5040,1,69.476
2,0.75,60,-20,1272,3.25,192.73
2,0.75,60,0,1272,3.25,200.95
2,0.75,60,20,1272,3.25,208.57
2,0.75,60,-20,3132,3.25,195.94
2,0.75,60,0,3132,3.25,204.85
2,0.75,60,20,3132,3.25,213.29
2,0.75,60,40,3132,3.25,221.48
2,0.75,60,0,5040,3.25,208.29
2,0.75,60,20,5040,3.25,217.27
2,0.75,60,40,5040,3.25,226.03
2,0.75,60,-20,1272,5.5,353.66
2,0.75,60,0,1272,5.5,366.99
2,0.75,60,20,1272,5.5,380.33
2,0.75,60,-20,3132,5.5,359.04
2,0.75,60,0,3132,5.5,372.94
2,0.75,60,20,3132,5.5,386.77
2,0.75,60,40,3132,5.5,400.35
2,0.75,60,-20,5040,5.5,363.53
2,0.75,60,20,5040,5.5,392.1
2,0.75,60,40,5040,5.5,406.14
2,0.75,60,-20,1272,7.75,536.44
2,0.75,60,0,1272,7.75,552.58
2,0.75,60,40,1272,7.75,586.08
2,0.75,60,-20,3132,7.75,544.23
2,0.75,60,0,3132,7.75,560.67
2,0.75,60,20,3132,7.75,577.29
2,0.75,60,40,3132,7.75,594.69
2,0.75,60,-20,5040,7.75,550.79
2,0.75,60,0,5040,7.75,567.57
2,0.75,60,20,5040,7.75,584.53
2,0.75,60,-20,1272,10,742.07
2,0.75,60,-20,3132,10,752.11
2,0.75,60,0,3132,10,769.65
2,0.75,60,20,3132,10,788.19
2,0.75,60,0,5040,10,778.61
2,0.75,60,40,5040,10,816.88
2,0.75,90,-20,1272,1,79.088
2,0.75,90,0,1272,1,82.907
2,0.75,90,40,1272,1,89.996
2,0.75,90,-20,3132,1,89.156
2,0.75,90,0,3132,1,93.827
2,0.75,90,20,3132,1,98.262
2,0.75,90,40,3132,1,102.44
2,0.75,90,-20,5040,1,101.52
2,0.75,90,0,5040,1,106.74
2,0.75,90,40,5040,1,116.34
2,0.75,90,-20,1272,3.25,284.58
2,0.75,90,20,1272,3.25,309.42
2,0.75,90,40,1272,3.25,320.86
2,0.75,90,0,3132,3.25,308.44
2,0.75,90,20,3132,3.25,321.68
2,0.75,90,40,3132,3.25,334.39
2,0.75,90,-20,5040,3.25,303.8
2,0.75,90,0,5040,3.25,318.75
2,0.75,90,20,5040,3.25,333.04
2,0.75,90,40,5040,3.25,346.83
2,0.75,90,-20,1272,5.5,513.35
2,0.75,90,40,1272,5.5,576.61
2,0.75,90,-20,3132,5.5,526.19
2,0.75,90,0,3132,5.5,548.64
2,0.75,90,20,3132,5.5,570.83
2,0.75,90,40,3132,5.5,592.43
2,0.75,90,0,5040,5.5,561.22
2,0.75,90,40,5040,5.5,606.93
2,0.75,90,-20,1272,7.75,768.26
2,0.75,90,20,1272,7.75,822.18
2,0.75,90,40,1272,7.75,850.23
2,0.75,90,0,3132,7.75,812.1
2,0.75,90,20,3132,7.75,840.04
2,0.75,90,40,3132,7.75,868.6
2,0.75,90,20,5040,7.75,856.41
2,0.75,90,40,5040,7.75,885.64
2,0.75,90,-20,1272,10,1050.2
2,0.75,90,0,1272,10,1081.6
2,0.75,90,40,1272,10,1145
2,0.75,90,-20,3132,10,1069.8
2,0.75,90,0,3132,10,1101.8
2,0.75,90,40,3132,10,1166.1
2,0.75,90,0,5040,10,1120.3
2,0.75,90,20,5040,10,1153.5
2,0.75,90,40,5040,10,1185.9
2,1,30,0,1272,1,17.67
2,1,30,20,1272,1,18.422
2,1,30,-20,3132,1,17.176
2,1,30,0,3132,1,17.949
2,1,30,-20,5040,1,18.073
2,1,30,0,5040,1,18.834
2,1,30,-20,1272,3.25,72.7
2,1,30,0,1272,3.25,74.723
2,1,30,20,1272,3.25,76.714
2,1,30,40,1272,3.25,78.617
2,1,30,-20,3132,3.25,72.539
2,1,30,0,3132,3.25,74.557
2,1,30,20,3132,3.25,76.572
2,1,30,0,5040,3.25,74.661
2,1,30,20,5040,3.25,76.616
2,1,30,40,5040,3.25,78.562
2,1,30,-20,1272,5.5,144.67
2,1,30,0,1272,5.5,147.02
2,1,30,20,1272,5.5,149.55
2,1,30,20,3132,5.5,150.59
2,1,30,40,3132,5.5,153.23
2,1,30,20,5040,5.5,151.33
2,1,30,40,5040,5.5,153.92
2,1,30,0,1272,7.75,234.02
2,1,30,-20,3132,7.75,234.65
2,1,30,0,3132,7.75,236.14
2,1,30,20,3132,7.75,238.17
2,1,30,40,3132,7.75,240.6
2,1,30,0,5040,7.75,237.76
2,1,30,20,5040,7.75,239.81
2,1,30,-20,1272,10,335.34
2,1,30,0,1272,10,335.83
2,1,30,20,1272,10,336.69
2,1,30,40,1272,10,338.08
2,1,30,-20,3132,10,338.46
2,1,30,20,3132,10,339.63
2,1,30,40,3132,10,340.96
2,1,30,-20,5040,10,340.99
2,1,30,20,5040,10,342.1
2,1,30,40,5040,10,343.42
2,1,60,-20,1272,1,33.217
2,1,60,20,1272,1,36.489
2,1,60,40,1272,1,38.007
2,1,60,20,3132,1,38.91
2,1,60,40,3132,1,40.585
2,1,60,-20,5040,1,38.934
2,1,60,20,5040,1,42.564
2,1,60,20,1272,3.25,141.43
2,1,60,40,1272,3.25,146.08
2,1,60,-20,3132,3.25,132.03
2,1,60,0,3132,3.25,137.37
2,1,60,20,3132,3.25,142.54
2,1,60,-20,5040,3.25,133.85
2,1,60,0,5040,3.25,139.09
2,1,60,20,5040,3.25,144.25
2,1,60,0,1272,5.5,257.35
2,1,60,20,1272,5.5,264.44
2,1,60,40,3132,5.5,275.21
2,1,60,0,5040,5.5,262.85
2,1,60,40,5040,5.5,277.95
2,1,60,20,1272,7.75,405.49
2,1,60,40,1272,7.75,413.98
2,1,60,-20,3132,7.75,394.71
2,1,60,0,3132,7.75,402.53
2,1,60,20,3132,7.75,410.79
2,1,60,40,3132,7.75,419.45
2,1,60,-20,5040,7.75,398.3
2,1,60,0,5040,7.75,406.48
2,1,60,40,5040,7.75,423.9
2,1,60,-20,1272,10,547.15
2,1,60,20,1272,10,565.16
2,1,60,40,1272,10,573.62
2,1,60,-20,3132,10,554.4
2,1,60,0,3132,10,563.57
2,1,60,20,3132,10,572.27
2,1,60,-20,5040,10,560.05
2,1,60,0,5040,10,569.29
2,1,60,40,5040,10,586.89
2,1,90,-20,1272,1,50.547
2,1,90,0,1272,1,53.219
2,1,90,40,1272,1,58.041
2,1,90,-20,3132,1,56.289
2,1,90,0,3132,1,59.262
2,1,90,20,3132,1,62.107
2,1,90,40,3132,1,64.835
2,1,90,-20,5040,1,64.361
2,1,90,0,5040,1,67.545
2,1,90,20,5040,1,70.611
2,1,90,40,5040,1,73.564
2,1,90,-20,1272,3.25,188.84
2,1,90,0,1272,3.25,197.41
2,1,90,20,1272,3.25,205.7
2,1,90,40,1272,3.25,213.38
2,1,90,0,3132,3.25,200.56
2,1,90,20,3132,3.25,209.45
2,1,90,40,3132,3.25,217.88
2,1,90,0,5040,3.25,205.56
2,1,90,40,5040,3.25,223.11
2,1,90,-20,1272,5.5,350.24
2,1,90,0,1272,5.5,362.31
2,1,90,40,1272,5.5,387.58
2,1,90,0,3132,5.5,368.72
2,1,90,20,3132,5.5,381.96
2,1,90,40,3132,5.5,394.86
2,1,90,-20,5040,5.5,361.51
2,1,90,0,5040,5.5,374.53
2,1,90,20,1272,7.75,564.48
2,1,90,40,1272,7.75,579.52
2,1,90,-20,3132,7.75,543.32
2,1,90,0,3132,7.75,558.8
2,1,90,40,3132,7.75,590.3
2,1,90,20,5040,7.75,583.23
2,1,90,40,5040,7.75,599.27
2,1,90,-20,1272,10,735.92
2,1,90,0,3132,10,769.21
2,1,90,40,3132,10,805.26
2,1,90,0,5040,10,780.12
2,1,90,40,5040,10,816.95
2,1.25,30,-20,1272,1,12.246
2,1.25,30,0,1272,1,12.782
2,1.25,30,20,1272,1,13.32
2,1.25,30,-20,3132,1,12.661
2,1.25,30,20,3132,1,13.653
2,1.25,30,-20,5040,1,13.464
2,1.25,30,40,5040,1,14.911
2,1.25,30,0,1272,3.25,56.588
2,1.25,30,40,1272,3.25,59.037
2,1.25,30,0,3132,3.25,56.454
2,1.25,30,20,3132,3.25,57.561
2,1.25,30,20,5040,3.25,57.863
2,1.25,30,-20,1272,5.5,112.65
2,1.25,30,0,1272,5.5,113.94
2,1.25,30,-20,3132,5.5,113.68
2,1.25,30,20,3132,5.5,116.21
2,1.25,30,40,3132,5.5,117.64
2,1.25,30,-20,5040,5.5,114.66
2,1.25,30,40,5040,5.5,118.35
2,1.25,30,20,1272,7.75,184.19
2,1.25,30,40,1272,7.75,185.45
2,1.25,30,-20,3132,7.75,184.8
2,1.25,30,0,3132,7.75,185.22
2,1.25,30,20,3132,7.75,186.06
2,1.25,30,40,3132,7.75,187.22
2,1.25,30,-20,5040,7.75,186.42
2,1.25,30,0,5040,7.75,186.86
2,1.25,30,20,5040,7.75,187.66
2,1.25,30,-20,1272,10,266.26
2,1.25,30,0,1272,10,264.98
2,1.25,30,20,1272,10,264.51
2,1.25,30,40,1272,10,264.72
2,1.25,30,-20,3132,10,268.99
2,1.25,30,0,3132,10,267.67
2,1.25,30,40,3132,10,267.3
2,1.25,30,-20,5040,10,271.28
2,1.25,30,0,5040,10,269.98
2,1.25,30,20,5040,10,269.48
2,1.25,30,40,5040,10,269.59
2,1.25,60,0,1272,1,24.73
2,1.25,60,20,1272,1,25.933
2,1.25,60,40,1272,1,27.108
2,1.25,60,0,3132,1,26.692
2,1.25,60,20,3132,1,27.872
2,1.25,60,40,3132,1,29.035
2,1.25,60,-20,5040,1,28.339
2,1.25,60,20,5040,1,30.759
2,1.25,60,40,5040,1,31.944
2,1.25,60,-20,1272,3.25,96.387
2,1.25,60,40,1272,3.25,106.17
2,1.25,60,-20,3132,3.25,96.793
2,1.25,60,0,3132,3.25,99.831
2,1.25,60,40,3132,3.25,106.12
2,1.25,60,-20,5040,3.25,98.96
2,1.25,60,0,5040,3.25,101.76
2,1.25,60,20,5040,3.25,104.68
2,1.25,60,40,5040,3.25,107.68
2,1.25,60,40,1272,5.5,201.76
2,1.25,60,-20,3132,5.5,189.71
2,1.25,60,0,3132,5.5,194.15
2,1.25,60,20,3132,5.5,198.69
2,1.25,60,-20,5040,5.5,192.38
2,1.25,60,40,5040,5.5,205.31
2,1.25,60,0,1272,7.75,299.44
2,1.25,60,0,3132,7.75,303.54
2,1.25,60,20,3132,7.75,308.7
2,1.25,60,40,3132,7.75,314.09
2,1.25,60,-20,5040,7.75,302.36
2,1.25,60,20,5040,7.75,312.34
2,1.25,60,-20,1272,10,416.77
2,1.25,60,20,1272,10,426.31
2,1.25,60,40,1272,10,432.04
2,1.25,60,-20,3132,10,422.95
2,1.25,60,0,3132,10,427.49
2,1.25,60,20,3132,10,432.45
2,1.25,60,40,3132,10,437.83
2,1.25,60,-20,5040,10,428.12
2,1.25,60,0,5040,10,432.69
2,1.25,60,40,5040,10,442.95
2,1.25,90,-20,1272,1,36.237
2,1.25,90,20,1272,1,40.098
2,1.25,90,40,1272,1,41.928
2,1.25,90,-20,3132,1,40.92
2,1.25,90,0,3132,1,42.935
2,1.25,90,20,3132,1,44.907
2,1.25,90,40,3132,1,46.83
2,1.25,90,40,5040,1,53.437
2,1.25,90,20,1272,3.25,152.09
2,1.25,90,40,1272,3.25,157.61
2,1.25,90,0,3132,3.25,147.79
2,1.25,90,20,3132,3.25,153.43
2,1.25,90,40,3132,3.25,159.08
2,1.25,90,-20,5040,3.25,147.08
2,1.25,90,0,5040,3.25,152.32
2,1.25,90,20,5040,3.25,157.73
2,1.25,90,40,5040,3.25,163.21
2,1.25,90,-20,1272,5.5,266.81
2,1.25,90,20,1272,5.5,283.76
2,1.25,90,0,3132,5.5,279.05
2,1.25,90,20,3132,5.5,287.59
2,1.25,90,40,3132,5.5,296.02
2,1.25,90,0,5040,5.5,284.06
2,1.25,90,20,5040,5.5,292.35
2,1.25,90,40,5040,5.5,300.49
2,1.25,90,0,1272,7.75,421.54
2,1.25,90,20,1272,7.75,431.67
2,1.25,90,40,1272,7.75,441.97
2,1.25,90,-20,3132,7.75,418.28
2,1.25,90,0,3132,7.75,428.45
2,1.25,90,-20,5040,7.75,424.58
2,1.25,90,20,5040,7.75,445.31
2,1.25,90,40,5040,7.75,455.69
2,1.25,90,0,1272,10,585.17
2,1.25,90,20,1272,10,596.54
2,1.25,90,40,1272,10,607.91
2,1.25,90,-20,3132,10,583.21
2,1.25,90,0,3132,10,594.9
2,1.25,90,20,3132,10,606.48
2,1.25,90,40,3132,10,617.97
2,1.25,90,-20,5040,10,591.52
2,1.25,90,20,5040,10,615.17
2,1.25,90,40,5040,10,626.81
2,1.5,30,-20,1272,1,9.8113
2,1.5,30,0,1272,1,10.195
2,1.5,30,20,1272,1,10.585
2,1.5,30,40,1272,1,10.978
2,1.5,30,-20,3132,1,10.268
2,1.5,30,0,3132,1,10.616
2,1.5,30,20,3132,1,10.97
2,1.5,30,40,3132,1,11.327
2,1.5,30,-20,5040,1,10.993
2,1.5,30,0,5040,1,11.326
2,1.5,30,20,5040,1,11.666
2,1.5,30,0,1272,3.25,46.593
2,1.5,30,20,1272,3.25,47.374
2,1.5,30,20,3132,3.25,47.38
2,1.5,30,40,3132,3.25,48.1
2,1.5,30,0,5040,3.25,47.294
2,1.5,30,20,5040,3.25,47.867
2,1.5,30,40,5040,3.25,48.503
2,1.5,30,0,1272,5.5,95.415
2,1.5,30,20,1272,5.5,96.189
2,1.5,30,-20,3132,5.5,95.966
2,1.5,30,0,3132,5.5,96.5
2,1.5,30,40,3132,5.5,97.93
2,1.5,30,-20,5040,5.5,97.09
2,1.5,30,0,5040,5.5,97.576
2,1.5,30,20,5040,5.5,98.161
2,1.5,30,40,5040,5.5,98.831
2,1.5,30,-20,1272,7.75,155.79
2,1.5,30,0,1272,7.75,155.35
2,1.5,30,20,1272,7.75,155.37
2,1.5,30,40,1272,7.75,155.74
2,1.5,30,-20,3132,7.75,157.66
2,1.5,30,0,3132,7.75,157.24
2,1.5,30,-20,1272,10,228.9
2,1.5,30,20,1272,10,225.21
2,1.5,30,40,1272,10,224.38
2,1.5,30,-20,3132,10,231.44
2,1.5,30,0,3132,10,229.21
2,1.5,30,20,3132,10,227.71
2,1.5,30,40,3132,10,226.83
2,1.5,30,-20,5040,10,233.59
2,1.5,30,20,5040,10,229.93
2,1.5,30,40,5040,10,229.05
2,1.5,60,-20,1272,1,18.804
2,1.5,60,20,1272,1,20.593
2,1.5,60,20,3132,1,22.333
2,1.5,60,-20,5040,1,23.033
2,1.5,60,0,5040,1,23.905
2,1.5,60,20,5040,1,24.776
2,1.5,60,-20,1272,3.25,79.684
2,1.5,60,40,1272,3.25,86.737
2,1.5,60,-20,3132,3.25,80.335
2,1.5,60,20,3132,3.25,84.595
2,1.5,60,40,3132,3.25,86.782
2,1.5,60,40,5040,3.25,88.418
2,1.5,60,-20,1272,5.5,157.67
2,1.5,60,0,1272,5.5,160.9
2,1.5,60,20,1272,5.5,164.2
2,1.5,60,40,1272,5.5,167.59
2,1.5,60,0,3132,5.5,162.59
2,1.5,60,20,3132,5.5,165.77
2,1.5,60,-20,5040,5.5,161.95
2,1.5,60,0,5040,5.5,164.93
2,1.5,60,40,5040,5.5,170.95
2,1.5,60,-20,1272,7.75,250.46
2,1.5,60,0,1272,7.75,253.45
2,1.5,60,20,1272,7.75,256.82
2,1.5,60,-20,3132,7.75,253.7
2,1.5,60,0,3132,7.75,256.83
2,1.5,60,40,3132,7.75,263.82
2,1.5,60,-20,5040,7.75,256.75
2,1.5,60,0,5040,7.75,259.94
2,1.5,60,20,5040,7.75,263.34
2,1.5,60,40,5040,7.75,266.89
2,1.5,60,-20,1272,10,357.78
2,1.5,60,0,1272,10,359.95
2,1.5,60,20,1272,10,362.63
2,1.5,60,40,1272,10,365.81
2,1.5,60,20,3132,10,367.65
2,1.5,60,0,5040,10,369.03
2,1.5,60,40,5040,10,375.09
1.2,0.65,50,10,2240,2.125,172.91
1.2,0.65,50,30,2240,2.125,180.14
1.2,0.65,50,10,3960,2.125,183.75
1.2,0.65,50,30,3960,2.125,191.24
1.2,0.65,50,-10,2240,4.375,363.94
1.2,0.65,50,10,2240,4.375,377.25
1.2,0.65,50,30,2240,4.375,390.4
1.2,0.65,50,-10,3960,4.375,376.44
1.2,0.65,50,10,3960,4.375,389.82
1.2,0.65,50,30,3960,4.375,403.02
1.2,0.65,50,-10,2240,6.625,592.39
1.2,0.65,50,10,2240,6.625,610.19
1.2,0.65,50,10,3960,6.625,624.96
1.2,0.65,50,30,3960,6.625,642.75
1.2,0.65,50,10,2240,8.875,870.36
1.2,0.65,50,-10,3960,8.875,866.94
1.2,0.65,50,10,3960,8.875,887.36
1.2,0.65,70,-10,2240,2.125,227.34
1.2,0.65,70,10,2240,2.125,238.49
1.2,0.65,70,30,2240,2.125,249.35
1.2,0.65,70,-10,3960,2.125,247.12
1.2,0.65,70,10,3960,2.125,258.82
1.2,0.65,70,30,3960,2.125,270.21
1.2,0.65,70,-10,2240,4.375,477.82
1.2,0.65,70,30,2240,4.375,517.68
1.2,0.65,70,30,3960,4.375,540.88
1.2,0.65,70,-10,2240,6.625,760.05
1.2,0.65,70,30,2240,6.625,814.18
1.2,0.65,70,-10,3960,6.625,786.06
1.2,0.65,70,30,3960,6.625,840.22
1.2,0.65,70,-10,2240,8.875,1074.1
1.2,0.65,70,30,2240,8.875,1138.9
1.2,0.65,70,-10,3960,8.875,1103.4
1.2,0.65,70,30,3960,8.875,1167.8
1.2,0.8,50,-10,2240,2.125,131.74
1.2,0.8,50,10,2240,2.125,137.22
1.2,0.8,50,-10,3960,2.125,140.31
1.2,0.8,50,30,3960,2.125,151.35
1.2,0.8,50,-10,2240,4.375,294.83
1.2,0.8,50,10,2240,4.375,304.69
1.2,0.8,50,30,2240,4.375,314.45
1.2,0.8,50,-10,3960,4.375,305.13
1.2,0.8,50,10,3960,4.375,314.96
1.2,0.8,50,-10,2240,6.625,484.4
1.2,0.8,50,10,2240,6.625,497.34
1.2,0.8,50,30,2240,6.625,510.47
1.2,0.8,50,-10,3960,6.625,496.98
1.2,0.8,50,10,3960,6.625,509.72
1.2,0.8,50,30,2240,8.875,729.34
1.2,0.8,50,-10,3960,8.875,714.54
1.2,0.8,50,10,3960,8.875,728.77
1.2,0.8,70,10,2240,2.125,200.07
1.2,0.8,70,30,2240,2.125,208.17
1.2,0.8,70,-10,3960,2.125,207.69
1.2,0.8,70,10,3960,2.125,216.4
1.2,0.8,70,-10,2240,4.375,417.55
1.2,0.8,70,10,2240,4.375,433.27
1.2,0.8,70,30,2240,4.375,448.68
1.2,0.8,70,-10,3960,4.375,435.62
1.2,0.8,70,10,3960,4.375,451.43
1.2,0.8,70,10,2240,6.625,692.59
1.2,0.8,70,30,2240,6.625,714.95
1.2,0.8,70,-10,3960,6.625,692.26
1.2,0.8,70,10,3960,6.625,714.77
1.2,0.8,70,30,3960,6.625,737.08
1.2,0.8,70,-10,2240,8.875,948.69
1.2,0.8,70,10,2240,8.875,976.31
1.2,0.8,70,30,2240,8.875,1004.1
1.2,0.8,70,-10,3960,8.875,974.36
1.2,0.8,70,10,3960,8.875,1001.8
1.2,1,50,-10,2240,2.125,99.368
1.2,1,50,10,2240,2.125,103.14
1.2,1,50,-10,3960,2.125,106.11
1.2,1,50,10,2240,4.375,234.96
1.2,1,50,30,2240,4.375,241.17
1.2,1,50,10,3960,4.375,243.1
1.2,1,50,30,3960,4.375,249.19
1.2,1,50,-10,2240,6.625,383.79
1.2,1,50,30,2240,6.625,399.53
1.2,1,50,-10,3960,6.625,394.08
1.2,1,50,10,3960,6.625,401.44
1.2,1,50,10,2240,8.875,569.67
1.2,1,50,30,2240,8.875,578.62
1.2,1,50,-10,3960,8.875,573.89
1.2,1,50,30,3960,8.875,590.32
1.2,1,70,30,2240,2.125,152.7
1.2,1,70,-10,2240,4.375,309.37
1.2,1,70,10,2240,4.375,319.05
1.2,1,70,30,2240,4.375,329.81
1.2,1,70,-10,3960,4.375,322.89
