hc,wc,length,Tamb,Q,Uin,TemperaturedegCStackTemperatureProbe1
1.25,1,30,40,5040,10,50.259
1.25,1,60,0,1272,1,19.33
1.25,1,60,20,1272,1,40.383
1.25,1,60,40,1272,1,61.468
1.25,1,60,-20,3132,1,25.339
1.25,1,60,0,3132,1,47.838
1.25,1,60,20,3132,1,70.402
1.25,1,60,-20,5040,1,52.547
1.25,1,60,0,5040,1,76.607
1.25,1,60,20,5040,1,100.75
1.25,1,60,40,5040,1,124.97
1.25,1,60,-20,1272,3.25,-12.959
1.25,1,60,40,1272,3.25,47.757
1.25,1,60,-20,3132,3.25,-2.1491
1.25,1,60,0,3132,3.25,18.364
1.25,1,60,20,3132,3.25,38.898
1.25,1,60,-20,5040,3.25,9.0965
1.25,1,60,0,5040,3.25,29.944
1.25,1,60,20,5040,3.25,50.805
1.25,1,60,40,5040,3.25,71.697
1.25,1,60,-20,1272,5.5,-15.088
1.25,1,60,0,1272,5.5,5.0238
1.25,1,60,20,1272,5.5,25.144
1.25,1,60,-20,3132,5.5,-7.6806
1.25,1,60,0,3132,5.5,12.586
1.25,1,60,20,3132,5.5,32.865
1.25,1,60,40,3132,5.5,53.157
1.25,1,60,-20,5040,5.5,0.090257
1.25,1,60,0,5040,5.5,20.537
1.25,1,60,20,5040,5.5,40.992
1.25,1,60,0,1272,7.75,4.053
1.25,1,60,20,1272,7.75,24.124
1.25,1,60,40,3132,7.75,50.415
1.25,1,60,-20,5040,7.75,-3.9247
1.25,1,60,0,5040,7.75,16.334
1.25,1,60,20,5040,7.75,36.616
1.25,1,60,40,5040,7.75,56.917
1.25,1,60,0,1272,10,3.4973
1.25,1,60,20,1272,10,23.544
1.25,1,60,40,1272,10,43.596
1.25,1,60,0,3132,10,8.6332
1.25,1,60,20,3132,10,28.748
1.25,1,60,40,3132,10,48.874
1.25,1,60,0,5040,10,13.965
1.25,1,60,20,5040,10,34.148
1.25,1,60,40,5040,10,54.35
1.25,1,90,20,1272,1,48.75
1.25,1,90,40,1272,1,70.414
1.25,1,90,-20,3132,1,42.876
1.25,1,90,0,3132,1,66.792
1.25,1,90,20,3132,1,90.76
1.25,1,90,40,3132,1,114.77
1.25,1,90,-20,5040,1,80.534
1.25,1,90,0,5040,1,106.83
1.25,1,90,20,5040,1,133.19
1.25,1,90,-20,1272,3.25,-10.811
1.25,1,90,20,1272,3.25,30.026
1.25,1,90,0,3132,3.25,23.99
1.25,1,90,20,3132,3.25,44.975
1.25,1,90,40,3132,3.25,65.984
1.25,1,90,0,5040,3.25,38.944
1.25,1,90,20,5040,3.25,60.511
1.25,1,90,-20,1272,5.5,-13.837
1.25,1,90,20,1272,5.5,26.611
1.25,1,90,40,1272,5.5,46.845
1.25,1,90,-20,3132,5.5,-4.6846
1.25,1,90,20,3132,5.5,36.389
1.25,1,90,20,5040,5.5,46.565
1.25,1,90,40,5040,5.5,67.451
1.25,1,90,0,1272,7.75,5.0026
1.25,1,90,20,1272,7.75,25.15
1.25,1,90,-20,3132,7.75,-7.9879
1.25,1,90,0,3132,7.75,12.354
1.25,1,90,40,3132,7.75,53.078
1.25,1,90,-20,5040,7.75,-0.5778
1.25,1,90,0,5040,7.75,19.968
1.25,1,90,20,5040,7.75,40.54
1.25,1,90,40,5040,7.75,61.125
1.25,1,90,-20,1272,10,-15.876
1.25,1,90,0,1272,10,4.2217
1.25,1,90,20,1272,10,24.325
1.25,1,90,-20,3132,10,-9.8412
1.25,1,90,40,3132,10,50.913
1.25,1,90,-20,5040,10,-3.6105
1.25,1,90,20,5040,10,37.166
1.25,1.25,30,-20,1272,1,-8.2917
1.25,1.25,30,0,1272,1,12.109
1.25,1.25,30,20,1272,1,32.544
1.25,1.25,30,40,1272,1,53.011
1.25,1.25,30,-20,3132,1,9.3645
1.25,1.25,30,0,3132,1,30.373
1.25,1.25,30,40,3132,1,72.583
1.25,1.25,30,-20,5040,1,27.105
1.25,1.25,30,0,5040,1,48.777
1.25,1.25,30,20,5040,1,70.546
1.25,1.25,30,40,5040,1,92.402
1.25,1.25,30,-20,3132,3.25,-6.9797
1.25,1.25,30,0,3132,3.25,13.196
1.25,1.25,30,20,3132,3.25,33.372
1.25,1.25,30,40,3132,3.25,53.556
1.25,1.25,30,-20,5040,3.25,1.3934
1.25,1.25,30,0,5040,3.25,21.711
1.25,1.25,30,20,5040,3.25,42.018
1.25,1.25,30,40,5040,3.25,62.324
1.25,1.25,30,20,1272,5.5,23.801
1.25,1.25,30,40,1272,5.5,43.841
1.25,1.25,30,-20,3132,5.5,-10.63
1.25,1.25,30,40,3132,5.5,49.639
1.25,1.25,30,0,5040,5.5,15.467
1.25,1.25,30,20,5040,5.5,35.627
1.25,1.25,30,-20,1272,7.75,-16.873
1.25,1.25,30,40,1272,7.75,43.181
1.25,1.25,30,-20,3132,7.75,-12.249
1.25,1.25,30,0,3132,7.75,7.7909
1.25,1.25,30,20,3132,7.75,27.839
1.25,1.25,30,40,3132,7.75,47.893
1.25,1.25,30,-20,5040,7.75,-7.4137
1.25,1.25,30,0,5040,7.75,12.655
1.25,1.25,30,40,5040,7.75,52.833
1.25,1.25,30,-20,1272,10,-17.241
1.25,1.25,30,40,1272,10,42.792
1.25,1.25,30,20,3132,10,26.857
1.25,1.25,30,40,3132,10,46.89
1.25,1.25,30,-20,5040,10,-8.9963
1.25,1.25,30,0,5040,10,11.039
1.25,1.25,30,20,5040,10,31.086
1.25,1.25,30,40,5040,10,51.142
1.25,1.25,60,-20,1272,1,-0.91856
1.25,1.25,60,0,1272,1,20.039
1.25,1.25,60,40,1272,1,62.066
1.25,1.25,60,-20,3132,1,27.25
1.25,1.25,60,0,3132,1,49.628
1.25,1.25,60,20,3132,1,72.077
1.25,1.25,60,40,3132,1,94.586
1.25,1.25,60,20,5040,1,103.34
1.25,1.25,60,-20,1272,3.25,-12.503
1.25,1.25,60,20,1272,3.25,27.942
1.25,1.25,60,40,1272,3.25,48.182
1.25,1.25,60,-20,3132,3.25,-0.90963
1.25,1.25,60,0,3132,3.25,19.615
1.25,1.25,60,20,3132,3.25,40.138
1.25,1.25,60,0,5040,3.25,32.059
1.25,1.25,60,20,5040,3.25,52.923
1.25,1.25,60,20,1272,5.5,25.485
1.25,1.25,60,40,1272,5.5,45.607
1.25,1.25,60,20,3132,5.5,33.737
1.25,1.25,60,40,3132,5.5,54.028
1.25,1.25,60,-20,5040,5.5,1.4997
1.25,1.25,60,0,5040,5.5,21.953
1.25,1.25,60,20,5040,5.5,42.431
1.25,1.25,60,40,5040,5.5,62.91
1.25,1.25,60,-20,1272,7.75,-15.715
1.25,1.25,60,-20,3132,7.75,-9.3642
1.25,1.25,60,0,3132,7.75,10.789
1.25,1.25,60,20,3132,7.75,30.958
1.25,1.25,60,40,3132,7.75,51.138
1.25,1.25,60,-20,5040,7.75,-2.7302
1.25,1.25,60,20,5040,7.75,37.798
1.25,1.25,60,40,5040,7.75,58.089
1.25,1.25,60,-20,1272,10,-16.278
1.25,1.25,60,20,1272,10,23.805
1.25,1.25,60,40,1272,10,43.855
1.25,1.25,60,-20,3132,10,-10.809
1.25,1.25,60,0,3132,10,9.2856
1.25,1.25,60,20,3132,10,29.396
1.25,1.25,60,-20,5040,10,-5.1281
1.25,1.25,60,0,5040,10,15.023
1.25,1.25,60,20,5040,10,35.197
1.25,1.25,60,40,5040,10,55.392
1.25,1.25,90,-20,1272,1,6.3854
1.25,1.25,90,0,1272,1,27.907
1.25,1.25,90,-20,3132,1,44.878
1.25,1.25,90,20,3132,1,92.472
1.25,1.25,90,40,3132,1,116.35
1.25,1.25,90,40,5040,1,161.92
1.25,1.25,90,-20,1272,3.25,-10.075
1.25,1.25,90,20,1272,3.25,30.661
1.25,1.25,90,-20,3132,3.25,5.0815
1.25,1.25,90,20,3132,3.25,46.828
1.25,1.25,90,0,5040,3.25,42.102
1.25,1.25,90,20,5040,3.25,63.541
1.25,1.25,90,-20,1272,5.5,-13.227
1.25,1.25,90,0,1272,5.5,6.9645
1.25,1.25,90,20,1272,5.5,27.165
1.25,1.25,90,40,1272,5.5,47.374
1.25,1.25,90,0,3132,5.5,17.454
1.25,1.25,90,20,3132,5.5,37.933
1.25,1.25,90,40,3132,5.5,58.424
1.25,1.25,90,0,5040,5.5,28.4
1.25,1.25,90,0,1272,7.75,5.5339
1.25,1.25,90,20,1272,7.75,25.66
1.25,1.25,90,40,1272,7.75,45.792
1.25,1.25,90,-20,3132,7.75,-6.5371
1.25,1.25,90,0,3132,7.75,13.751
1.25,1.25,90,40,3132,7.75,54.371
1.25,1.25,90,-20,5040,7.75,1.8609
1.25,1.25,90,0,5040,7.75,22.332
1.25,1.25,90,20,5040,7.75,42.822
1.25,1.25,90,40,5040,7.75,63.331
1.25,1.25,90,-20,1272,10,-15.357
1.25,1.25,90,0,1272,10,4.7211
1.25,1.25,90,-20,3132,10,-8.5242
1.25,1.25,90,20,3132,10,31.877
1.25,1.25,90,-20,5040,10,-1.4158
1.25,1.25,90,0,5040,10,18.892
1.25,1.25,90,20,5040,10,39.226
1.25,1.5,30,-20,1272,1,-7.7912
1.25,1.5,30,0,1272,1,12.577
1.25,1.5,30,40,1272,1,53.412
1.25,1.5,30,-20,3132,1,10.697
1.25,1.5,30,20,3132,1,52.652
1.25,1.5,30,-20,5040,1,29.216
1.25,1.5,30,0,5040,1,50.797
1.25,1.5,30,20,5040,1,72.471
1.25,1.5,30,40,5040,1,94.23
1.25,1.5,30,-20,1272,3.25,-14.737
1.25,1.5,30,0,1272,3.25,5.3367
1.25,1.5,30,40,1272,3.25,45.502
1.25,1.5,30,-20,3132,3.25,-6.4646
1.25,1.5,30,20,3132,3.25,33.959
1.25,1.5,30,40,3132,3.25,54.154
1.25,1.5,30,-20,5040,3.25,2.2645
1.25,1.5,30,0,5040,3.25,22.699
1.25,1.5,30,20,5040,3.25,43.08
1.25,1.5,30,40,5040,3.25,63.421
1.25,1.5,30,-20,1272,5.5,-16.12
1.25,1.5,30,0,1272,5.5,3.9059
1.25,1.5,30,20,1272,5.5,23.939
1.25,1.5,30,40,1272,5.5,43.977
1.25,1.5,30,0,3132,5.5,9.8045
1.25,1.5,30,40,3132,5.5,49.988
1.25,1.5,30,-20,5040,5.5,-4.1007
1.25,1.5,30,0,5040,5.5,16.032
1.25,1.5,30,-20,1272,7.75,-16.739
1.25,1.5,30,0,1272,7.75,3.2705
1.25,1.5,30,40,1272,7.75,43.302
1.25,1.5,30,-20,3132,7.75,-11.906
1.25,1.5,30,0,3132,7.75,8.1169
1.25,1.5,30,20,3132,7.75,28.151
1.25,1.5,30,20,5040,7.75,33.244
1.25,1.5,30,40,5040,7.75,53.32
1.25,1.5,30,20,1272,10,22.896
1.25,1.5,30,40,1272,10,42.905
1.25,1.5,30,40,3132,10,47.174
1.25,1.5,30,-20,5040,10,-8.4614
1.25,1.5,30,0,5040,10,11.545
1.25,1.5,30,20,5040,10,31.569
1.25,1.5,60,-20,1272,1,-0.35846
1.25,1.5,60,0,1272,1,20.557
1.25,1.5,60,20,1272,1,41.513
1.25,1.5,60,40,1272,1,62.506
1.25,1.5,60,-20,3132,1,28.655
1.25,1.5,60,0,3132,1,50.947
1.25,1.5,60,-20,5040,1,57.63
1.25,1.5,60,0,5040,1,81.39
1.25,1.5,60,20,5040,1,105.25
1.25,1.5,60,40,5040,1,129.19
1.25,1.5,60,-20,1272,3.25,-12.188
1.25,1.5,60,40,1272,3.25,48.471
1.25,1.5,60,20,3132,3.25,41.016
1.25,1.5,60,0,5040,3.25,33.572
1.25,1.5,60,40,5040,3.25,75.273
1.25,1.5,60,-20,1272,5.5,-14.49
1.25,1.5,60,0,1272,5.5,5.6125
1.25,1.5,60,20,1272,5.5,25.726
1.25,1.5,60,40,1272,5.5,45.842
1.25,1.5,60,-20,3132,5.5,-6.1683
1.25,1.5,60,-20,5040,5.5,2.5729
1.25,1.5,60,0,5040,5.5,23.008
1.25,1.5,60,-20,1272,7.75,-15.5
1.25,1.5,60,0,1272,7.75,4.5613
1.25,1.5,60,20,1272,7.75,24.628
1.25,1.5,60,40,1272,7.75,44.699
1.25,1.5,60,-20,3132,7.75,-8.8068
1.25,1.5,60,0,3132,7.75,11.338
1.25,1.5,60,-20,5040,7.75,-1.7987
1.25,1.5,60,20,5040,7.75,38.682
1.25,1.5,60,20,1272,10,23.994
1.25,1.5,60,40,1272,10,44.043
1.25,1.5,60,-20,3132,10,-10.325
1.25,1.5,60,-20,5040,10,-4.3173
1.25,1.5,60,0,5040,10,15.823
1.25,1.5,60,20,5040,10,35.988
1.25,1.5,90,-20,1272,1,6.9213
1.25,1.5,90,0,1272,1,28.409
1.25,1.5,90,0,3132,1,69.916
1.25,1.5,90,20,3132,1,93.669
1.25,1.5,90,40,3132,1,117.47
1.25,1.5,90,-20,5040,1,85.493
1.25,1.5,90,0,5040,1,111.47
1.25,1.5,90,20,5040,1,137.53
1.25,1.5,90,-20,1272,3.25,-9.8715
1.25,1.5,90,40,1272,3.25,51.291
1.25,1.5,90,-20,3132,3.25,5.6518
1.25,1.5,90,0,3132,3.25,26.594
1.25,1.5,90,40,3132,3.25,68.421
1.25,1.5,90,-20,5040,3.25,21.688
1.25,1.5,90,0,5040,3.25,43.274
1.25,1.5,90,20,5040,3.25,64.784
1.25,1.5,90,20,1272,5.5,27.338
1.25,1.5,90,40,1272,5.5,47.548
1.25,1.5,90,-20,3132,5.5,-2.6838
1.25,1.5,90,0,3132,5.5,17.795
1.25,1.5,90,20,3132,5.5,38.286
1.25,1.5,90,-20,5040,5.5,8.1614
1.25,1.5,90,0,5040,5.5,28.964
1.25,1.5,90,20,5040,5.5,49.759
1.25,1.5,90,40,5040,5.5,70.576
1.25,1.5,90,-20,1272,7.75,-14.452
1.25,1.5,90,0,1272,7.75,5.6734
1.25,1.5,90,20,1272,7.75,25.804
1.25,1.5,90,40,1272,7.75,45.943
1.25,1.5,90,-20,3132,7.75,-6.2317
1.25,1.5,90,0,3132,7.75,14.058
1.25,1.5,90,-20,5040,7.75,2.3499
1.25,1.5,90,20,5040,7.75,43.281
1.25,1.5,90,40,5040,7.75,63.788
1.25,1.5,90,-20,1272,10,-15.25
1.25,1.5,90,0,1272,10,4.8355
1.25,1.5,90,20,1272,10,24.928
1.25,1.5,90,40,1272,10,45.026
1.25,1.5,90,-20,3132,10,-8.2549
1.25,1.5,90,0,3132,10,11.942
1.25,1.5,90,20,3132,10,32.16
1.25,1.5,90,40,3132,10,52.392
1.25,1.5,90,-20,5040,10,-0.97159
1.25,1.5,90,40,5040,10,60.018
1.5,0.5,30,0,1272,1,8.6863
1.5,0.5,30,20,1272,1,29.254
1.5,0.5,30,40,1272,1,49.828
1.5,0.5,30,-20,3132,1,0.041345
1.5,0.5,30,0,3132,1,21.386
1.5,0.5,30,20,3132,1,42.761
1.5,0.5,30,-20,5040,1,12.281
1.5,0.5,30,0,5040,1,34.418
1.5,0.5,30,40,5040,1,78.832
1.5,0.5,30,-20,1272,3.25,-17.03
1.5,0.5,30,-20,3132,3.25,-12.684
1.5,0.5,30,0,3132,3.25,7.6137
1.5,0.5,30,40,3132,3.25,48.253
1.5,0.5,30,-20,5040,3.25,-8.1887
1.5,0.5,30,0,5040,3.25,12.271
1.5,0.5,30,40,5040,3.25,53.275
1.5,0.5,30,-20,1272,5.5,-17.934
1.5,0.5,30,0,1272,5.5,2.1238
1.5,0.5,30,20,1272,5.5,22.185
1.5,0.5,30,-20,3132,5.5,-14.913
1.5,0.5,30,0,3132,5.5,5.226
1.5,0.5,30,40,3132,5.5,45.536
1.5,0.5,30,-20,5040,5.5,-11.8
1.5,0.5,30,0,5040,5.5,8.4161
1.5,0.5,30,20,5040,5.5,28.651
1.5,0.5,30,40,5040,5.5,48.904
1.5,0.5,30,-20,1272,7.75,-18.323
1.5,0.5,30,0,1272,7.75,1.7112
1.5,0.5,30,-20,3132,7.75,-15.872
1.5,0.5,30,0,3132,7.75,4.2099
1.5,0.5,30,20,3132,7.75,24.297
1.5,0.5,30,0,5040,7.75,6.7752
1.5,0.5,30,20,5040,7.75,26.914
1.5,0.5,30,20,1272,10,21.5
1.5,0.5,30,40,1272,10,41.525
1.5,0.5,30,-20,3132,10,-16.423
1.5,0.5,30,0,3132,10,3.6306
1.5,0.5,30,20,3132,10,23.688
1.5,0.5,30,40,3132,10,43.752
1.5,0.5,30,0,5040,10,5.84
1.5,0.5,30,40,5040,10,46.034
1.5,0.5,90,-20,1272,1,1.01
1.5,0.5,90,0,1272,1,22.585
1.5,0.5,90,20,1272,1,44.161
1.5,0.5,90,40,1272,1,65.735
1.5,0.5,90,-20,3132,1,31.581
1.5,0.5,90,0,3132,1,55.416
1.5,0.5,90,20,3132,1,79.252
1.5,0.5,90,40,3132,1,103.08
1.5,0.5,90,-20,5040,1,62.742
1.5,0.5,90,0,5040,1,88.849
1.5,0.5,90,20,5040,1,114.95
1.5,0.5,90,40,5040,1,141.03
1.5,0.5,90,0,1272,3.25,7.3507
1.5,0.5,90,20,1272,3.25,27.783
1.5,0.5,90,-20,3132,3.25,-3.0028
1.5,0.5,90,20,3132,3.25,39.103
1.5,0.5,90,40,3132,3.25,60.172
1.5,0.5,90,-20,5040,3.25,7.3061
1.5,0.5,90,0,5040,3.25,28.975
1.5,0.5,90,20,5040,3.25,50.665
1.5,0.5,90,40,1272,5.5,45.115
1.5,0.5,90,-20,3132,5.5,-9.171
1.5,0.5,90,0,3132,5.5,11.397
1.5,0.5,90,20,3132,5.5,31.975
1.5,0.5,90,40,3132,5.5,52.562
1.5,0.5,90,0,5040,5.5,18.305
1.5,0.5,90,20,5040,5.5,39.228
1.5,0.5,90,40,5040,5.5,60.169
1.5,0.5,90,-20,1272,7.75,-16.652
1.5,0.5,90,20,1272,7.75,23.658
1.5,0.5,90,40,1272,7.75,43.816
1.5,0.5,90,0,3132,7.75,8.6018
1.5,0.5,90,20,3132,7.75,28.985
1.5,0.5,90,-20,5040,7.75,-6.7833
1.5,0.5,90,0,5040,7.75,13.816
1.5,0.5,90,20,5040,7.75,34.429
1.5,0.5,90,40,5040,7.75,55.053
1.5,0.5,90,-20,1272,10,-17.242
1.5,0.5,90,0,1272,10,2.8695
1.5,0.5,90,40,1272,10,43.098
1.5,0.5,90,-20,3132,10,-13.223
1.5,0.5,90,0,3132,10,7.0493
1.5,0.5,90,20,3132,10,27.327
1.5,0.5,90,40,3132,10,47.612
1.5,0.5,90,0,5040,10,11.322
1.5,0.5,90,20,5040,10,31.768
1.5,0.5,90,40,5040,10,52.225
1.5,0.75,30,-20,1272,1,-11.101
1.5,0.75,30,0,1272,1,9.3828
1.5,0.75,30,20,1272,1,29.885
1.5,0.75,30,40,1272,1,50.403
1.5,0.75,30,-20,3132,1,2.2917
1.5,0.75,30,0,3132,1,23.412
1.5,0.75,30,20,3132,1,44.585
1.5,0.75,30,40,3132,1,65.801
1.5,0.75,30,-20,5040,1,15.986
1.5,0.75,30,20,5040,1,59.657
1.5,0.75,30,-20,1272,3.25,-16.399
1.5,0.75,30,0,1272,3.25,3.6935
1.5,0.75,30,20,1272,3.25,23.795
1.5,0.75,30,40,1272,3.25,43.903
1.5,0.75,30,-20,3132,3.25,-10.934
1.5,0.75,30,0,3132,3.25,9.2561
1.5,0.75,30,20,3132,3.25,29.471
1.5,0.75,30,40,3132,3.25,49.708
1.5,0.75,30,-20,5040,3.25,-5.112
1.5,0.75,30,0,5040,3.25,15.168
1.5,0.75,30,20,5040,3.25,35.484
1.5,0.75,30,0,1272,5.5,2.6622
1.5,0.75,30,20,1272,5.5,22.706
1.5,0.75,30,40,1272,5.5,42.753
1.5,0.75,30,-20,3132,5.5,-13.478
1.5,0.75,30,0,3132,5.5,6.61
1.5,0.75,30,20,3132,5.5,26.708
1.5,0.75,30,40,3132,5.5,46.817
1.5,0.75,30,-20,5040,5.5,-9.3679
1.5,0.75,30,0,5040,5.5,10.763
1.5,0.75,30,40,5040,5.5,51.07
1.5,0.75,30,20,1272,7.75,22.227
1.5,0.75,30,40,1272,7.75,42.254
1.5,0.75,30,0,3132,7.75,5.4391
1.5,0.75,30,20,3132,7.75,25.497
1.5,0.75,30,40,3132,7.75,45.562
1.5,0.75,30,0,5040,7.75,8.8055
1.5,0.75,30,20,5040,7.75,28.894
1.5,0.75,30,0,1272,10,1.9287
1.5,0.75,30,20,1272,10,21.945
1.5,0.75,30,40,1272,10,41.964
1.5,0.75,30,20,3132,10,24.792
1.5,0.75,30,40,3132,10,44.836
1.5,0.75,30,0,5040,10,7.6681
1.5,0.75,30,40,5040,10,47.8
1.5,1,30,-20,1272,1,-10.136
1.5,1,30,20,1272,1,30.675
1.5,1,30,40,1272,1,51.12
1.5,1,30,-20,3132,1,4.7937
1.5,1,30,0,3132,1,25.746
1.5,1,30,20,3132,1,46.753
1.5,1,30,40,3132,1,67.811
1.5,1,30,-20,5040,1,19.901
1.5,1,30,0,5040,1,41.461
1.5,1,30,20,5040,1,63.103
1.5,1,30,40,5040,1,84.818
1.5,1,30,-20,1272,3.25,-15.774
1.5,1,30,0,1272,3.25,4.2977
1.5,1,30,20,3132,3.25,31.104
1.5,1,30,40,3132,3.25,51.281
1.5,1,30,-20,5040,3.25,-2.2537
1.5,1,30,0,5040,3.25,18
1.5,1,30,20,5040,3.25,38.262
1.5,1,30,40,5040,3.25,58.537
1.5,1,30,-20,1272,5.5,-16.884
1.5,1,30,0,1272,5.5,3.1469
1.5,1,30,20,1272,5.5,23.182
1.5,1,30,40,1272,5.5,43.22
1.5,1,30,-20,3132,5.5,-12.206
1.5,1,30,40,3132,5.5,48.04
1.5,1,30,0,5040,5.5,12.866
1.5,1,30,20,5040,5.5,33
1.5,1,30,40,5040,5.5,53.141
1.5,1,30,-20,1272,7.75,-17.39
1.5,1,30,0,1272,7.75,2.6267
1.5,1,30,20,1272,7.75,22.645
1.5,1,30,40,1272,7.75,42.667
1.5,1,30,-20,3132,7.75,-13.537
1.5,1,30,0,3132,7.75,6.5023
1.5,1,30,20,3132,7.75,26.548
1.5,1,30,40,3132,7.75,46.601
1.5,1,30,-20,5040,7.75,-9.5116
1.5,1,30,0,5040,7.75,10.552
1.5,1,30,20,5040,7.75,30.627
1.5,1,30,0,1272,10,2.3132
1.5,1,30,20,1272,10,22.326
1.5,1,30,40,1272,10,42.34
1.5,1,30,20,3132,10,25.735
1.5,1,30,40,3132,10,45.769
1.5,1,30,-20,5040,10,-10.825
1.5,1,30,0,5040,10,9.2157
1.5,1,30,40,5040,10,49.32
1.5,1,60,0,1272,1,17.244
1.5,1,60,20,1272,1,38.168
1.5,1,60,40,1272,1,59.117
1.5,1,60,-20,3132,1,20.621
1.5,1,60,20,3132,1,65.026
1.5,1,60,40,3132,1,87.307
1.5,1,60,0,5040,1,68.624
1.5,1,60,20,5040,1,92.23
1.5,1,60,40,5040,1,115.9
1.5,1,60,0,1272,3.25,6.5297
1.5,1,60,20,1272,3.25,26.742
1.5,1,60,40,1272,3.25,46.966
1.5,1,60,-20,3132,3.25,-3.9237
1.5,1,60,0,3132,3.25,16.522
1.5,1,60,20,3132,3.25,36.988
1.5,1,60,40,3132,3.25,57.48
1.5,1,60,-20,5040,3.25,6.3122
1.5,1,60,0,5040,3.25,27.03
1.5,1,60,20,5040,3.25,47.767
1.5,1,60,40,5040,3.25,68.538
1.5,1,60,0,1272,5.5,4.5331
1.5,1,60,20,1272,5.5,24.641
1.5,1,60,40,1272,5.5,44.755
1.5,1,60,-20,3132,5.5,-8.892
1.5,1,60,0,3132,5.5,11.344
1.5,1,60,20,3132,5.5,31.593
1.5,1,60,40,3132,5.5,51.854
1.5,1,60,40,5040,5.5,59.346
1.5,1,60,-20,1272,7.75,-16.395
1.5,1,60,20,1272,7.75,23.729
1.5,1,60,-20,3132,7.75,-11.055
1.5,1,60,0,3132,7.75,9.0886
1.5,1,60,20,3132,7.75,29.243
1.5,1,60,40,3132,7.75,49.411
1.5,1,60,-20,5040,7.75,-5.4576
1.5,1,60,40,5040,7.75,55.281
1.5,1,60,0,1272,10,3.1641
1.5,1,60,20,1272,10,23.208
1.5,1,60,-20,3132,10,-12.273
1.5,1,60,20,3132,10,27.918
1.5,1,60,40,3132,10,48.034
1.5,1,60,-20,5040,10,-7.487
1.5,1,60,0,5040,10,12.646
1.5,1,60,40,5040,10,52.991
1.5,1,90,-20,1272,1,2.7652
1.5,1,90,-20,3132,1,36.267
1.5,1,90,0,3132,1,59.673
1.5,1,90,40,3132,1,106.62
1.5,1,90,-20,5040,1,70.04
1.5,1,90,0,5040,1,95.531
1.5,1,90,20,5040,1,121.08
1.5,1,90,0,1272,3.25,8.6614
1.5,1,90,20,1272,3.25,29.026
1.5,1,90,0,3132,3.25,21.75
1.5,1,90,20,3132,3.25,42.582
1.5,1,90,40,3132,3.25,63.441
1.5,1,90,0,5040,3.25,35.393
1.5,1,90,40,5040,3.25,78.067
1.5,1,90,-20,1272,5.5,-14.402
1.5,1,90,0,1272,5.5,5.794
1.5,1,90,40,1272,5.5,46.193
1.5,1,90,-20,3132,5.5,-6.0101
1.5,1,90,0,3132,5.5,14.446
1.5,1,90,40,3132,5.5,55.384
1.5,1,90,-20,5040,5.5,2.814
1.5,1,90,0,5040,5.5,23.539
1.5,1,90,20,5040,5.5,44.263
1.5,1,90,40,5040,5.5,65.009
1.5,1,90,-20,1272,7.75,-15.576
1.5,1,90,0,1272,7.75,4.5515
1.5,1,90,20,1272,7.75,24.684
1.5,1,90,40,1272,7.75,44.819
1.5,1,90,0,3132,7.75,11.272
1.5,1,90,20,3132,7.75,31.588
1.5,1,90,40,3132,7.75,51.911
1.5,1,90,0,5040,7.75,18.296
1.5,1,90,20,5040,7.75,38.792
1.5,1,90,-20,1272,10,-16.24
1.5,1,90,0,1272,10,3.8478
1.5,1,90,-20,3132,10,-10.715
1.5,1,90,0,3132,10,9.4924
1.5,1,90,40,3132,10,49.954
1.5,1,90,-20,5040,10,-4.9661
1.5,1,90,0,5040,10,15.351
1.5,1,90,20,5040,10,35.702
1.5,1,90,40,5040,10,56.08
1.5,1.25,30,20,1272,1,31.453
1.5,1.25,30,-20,3132,1,7.0003
1.5,1.25,30,40,3132,1,69.694
1.5,1.25,30,0,5040,1,44.734
1.5,1.25,30,40,5040,1,87.776
1.5,1.25,30,-20,1272,3.25,-15.226
1.5,1.25,30,0,1272,3.25,4.8308
1.5,1.25,30,40,1272,3.25,44.963
1.5,1.25,30,-20,3132,3.25,-7.7399
1.5,1.25,30,20,3132,3.25,32.536
1.5,1.25,30,0,5040,3.25,20.407
1.5,1.25,30,20,5040,3.25,40.644
1.5,1.25,30,40,5040,3.25,60.886
1.5,1.25,30,-20,1272,5.5,-16.468
1.5,1.25,30,-20,3132,5.5,-11.121
1.5,1.25,30,0,3132,5.5,8.9482
1.5,1.25,30,40,3132,5.5,49.101
1.5,1.25,30,-20,5040,5.5,-5.4553
1.5,1.25,30,0,5040,5.5,14.668
1.5,1.25,30,40,5040,5.5,54.927
1.5,1.25,30,40,1272,7.75,43.013
1.5,1.25,30,0,3132,7.75,7.3893
1.5,1.25,30,20,3132,7.75,27.433
1.5,1.25,30,40,3132,7.75,47.481
1.5,1.25,30,-20,5040,7.75,-8.0401
1.5,1.25,30,0,5040,7.75,12.021
1.5,1.25,30,40,5040,7.75,52.175
1.5,1.25,30,-20,1272,10,-17.386
1.5,1.25,30,0,1272,10,2.6245
1.5,1.25,30,40,1272,10,42.649
1.5,1.25,30,0,3132,10,6.479
1.5,1.25,30,20,3132,10,26.508
1.5,1.25,30,40,3132,10,46.541
1.5,1.25,30,-20,5040,10,-9.5487
1.5,1.25,30,0,5040,10,10.486
1.5,1.25,30,20,5040,10,30.533
1.5,1.25,30,40,5040,10,50.586
1.5,1.25,60,-20,1272,1,-2.6167
