hc,wc,length,Tamb,Q,Uin,TemperaturedegCStackTemperatureProbe1
1.75,1.5,90,0,1272,1,23.636
1.75,1.5,90,20,1272,1,44.755
1.75,1.5,90,40,1272,1,65.902
1.75,1.5,90,0,3132,1,58.154
1.75,1.5,90,20,3132,1,80.954
1.75,1.5,90,40,3132,1,103.8
1.75,1.5,90,0,5040,1,92.686
1.75,1.5,90,20,5040,1,117.24
1.75,1.5,90,40,5040,1,141.85
1.75,1.5,90,-20,1272,3.25,-10.901
1.75,1.5,90,-20,3132,3.25,3.1031
1.75,1.5,90,0,3132,3.25,23.717
1.75,1.5,90,40,3132,3.25,64.952
1.75,1.5,90,20,5040,3.25,59.534
1.75,1.5,90,40,5040,3.25,80.567
1.75,1.5,90,-20,1272,5.5,-13.621
1.75,1.5,90,20,1272,5.5,26.625
1.75,1.5,90,40,1272,5.5,46.763
1.75,1.5,90,-20,3132,5.5,-3.8684
1.75,1.5,90,0,3132,5.5,16.431
1.75,1.5,90,20,3132,5.5,36.746
1.75,1.5,90,-20,5040,5.5,6.2841
1.75,1.5,90,0,5040,5.5,26.8
1.75,1.5,90,40,5040,5.5,67.891
1.75,1.5,90,-20,1272,7.75,-14.803
1.75,1.5,90,20,1272,7.75,25.34
1.75,1.5,90,40,1272,7.75,45.424
1.75,1.5,90,-20,3132,7.75,-6.9756
1.75,1.5,90,40,3132,7.75,53.565
1.75,1.5,90,-20,5040,7.75,1.2371
1.75,1.5,90,0,5040,7.75,21.499
1.75,1.5,90,40,5040,7.75,62.122
1.75,1.5,90,-20,1272,10,-15.477
1.75,1.5,90,0,1272,10,4.5601
1.75,1.5,90,20,1272,10,24.608
1.75,1.5,90,0,5040,10,18.444
1.75,1.5,90,20,5040,10,38.621
1.75,1.5,90,40,5040,10,58.83
2,0.5,30,0,1272,1,7.049
2,0.5,30,20,1272,1,27.504
2,0.5,30,40,1272,1,47.964
2,0.5,30,-20,3132,1,-3.7379
2,0.5,30,0,3132,1,17.346
2,0.5,30,20,3132,1,38.452
2,0.5,30,40,3132,1,59.574
2,0.5,30,-20,5040,1,6.1898
2,0.5,30,0,5040,1,27.914
2,0.5,30,20,5040,1,49.677
2,0.5,30,40,5040,1,71.468
2,0.5,30,0,1272,3.25,2.5538
2,0.5,30,20,1272,3.25,22.659
2,0.5,30,40,1272,3.25,42.769
2,0.5,30,0,3132,3.25,6.2791
2,0.5,30,20,3132,3.25,26.534
2,0.5,30,40,3132,3.25,46.803
2,0.5,30,-20,5040,3.25,-10.261
2,0.5,30,20,5040,3.25,30.512
2,0.5,30,40,5040,3.25,50.938
2,0.5,30,-20,1272,5.5,-18.274
2,0.5,30,0,1272,5.5,1.7707
2,0.5,30,20,1272,5.5,21.82
2,0.5,30,-20,3132,5.5,-15.752
2,0.5,30,20,3132,5.5,24.478
2,0.5,30,40,3132,5.5,44.607
2,0.5,30,-20,5040,5.5,-13.156
2,0.5,30,20,5040,5.5,27.204
2,0.5,30,40,5040,5.5,47.409
2,0.5,30,-20,1272,7.75,-18.585
2,0.5,30,0,1272,7.75,1.4399
2,0.5,30,40,1272,7.75,41.497
2,0.5,30,-20,3132,7.75,-16.518
2,0.5,30,0,3132,7.75,3.5428
2,0.5,30,40,3132,7.75,43.684
2,0.5,30,-20,5040,7.75,-14.395
2,0.5,30,0,5040,7.75,5.7014
2,0.5,30,20,5040,7.75,25.807
2,0.5,30,0,1272,10,1.2524
2,0.5,30,40,1272,10,41.289
2,0.5,30,-20,3132,10,-16.955
2,0.5,30,0,3132,10,3.0812
2,0.5,30,20,3132,10,23.123
2,0.5,30,40,3132,10,43.17
2,0.5,30,0,5040,10,4.9566
2,0.5,30,20,5040,10,25.023
2,0.5,60,-20,1272,1,-8.1646
2,0.5,60,20,1272,1,33.562
2,0.5,60,40,1272,1,54.429
2,0.5,60,-20,5040,1,26.755
2,0.5,60,0,5040,1,50.111
2,0.5,60,40,5040,1,96.87
2,0.5,60,0,1272,3.25,4.2876
2,0.5,60,-20,3132,3.25,-10.012
2,0.5,60,0,3132,3.25,10.532
2,0.5,60,20,3132,3.25,31.091
2,0.5,60,-20,5040,3.25,-3.9361
2,0.5,60,0,5040,3.25,16.928
2,0.5,60,40,5040,3.25,58.733
2,0.5,60,-20,1272,5.5,-17.315
2,0.5,60,0,1272,5.5,2.8008
2,0.5,60,20,1272,5.5,22.921
2,0.5,60,0,3132,5.5,6.8846
2,0.5,60,40,3132,5.5,47.483
2,0.5,60,-20,5040,5.5,-9.3823
2,0.5,60,0,5040,5.5,11.068
2,0.5,60,20,5040,5.5,31.539
2,0.5,60,0,1272,7.75,2.1768
2,0.5,60,40,1272,7.75,42.332
2,0.5,60,-20,3132,7.75,-14.826
2,0.5,60,0,3132,7.75,5.3521
2,0.5,60,20,3132,7.75,25.539
2,0.5,60,40,3132,7.75,45.733
2,0.5,60,-20,5040,7.75,-11.68
2,0.5,60,0,5040,7.75,8.6044
2,0.5,60,20,5040,7.75,28.903
2,0.5,60,40,5040,7.75,49.214
2,0.5,60,-20,1272,10,-18.221
2,0.5,60,0,1272,10,1.8299
2,0.5,60,20,1272,10,21.883
2,0.5,60,40,1272,10,41.939
2,0.5,60,-20,3132,10,-15.624
2,0.5,60,0,3132,10,4.4992
2,0.5,60,20,3132,10,24.63
2,0.5,60,40,3132,10,44.767
2,0.5,60,-20,5040,10,-12.964
2,0.5,60,0,5040,10,7.2328
2,0.5,60,20,5040,10,27.443
2,0.5,60,40,5040,10,47.663
2,0.5,90,20,1272,1,39.564
2,0.5,90,40,1272,1,60.835
2,0.5,90,0,3132,1,44.922
2,0.5,90,-20,5040,1,47.154
2,0.5,90,0,5040,1,72.099
2,0.5,90,20,5040,1,97.043
2,0.5,90,-20,1272,3.25,-14.357
2,0.5,90,0,1272,3.25,5.9928
2,0.5,90,20,1272,3.25,26.346
2,0.5,90,40,1272,3.25,46.702
2,0.5,90,-20,3132,3.25,-6.1357
2,0.5,90,40,3132,3.25,56.457
2,0.5,90,-20,5040,3.25,2.2845
2,0.5,90,0,5040,3.25,23.648
2,0.5,90,40,5040,3.25,66.427
2,0.5,90,-20,1272,5.5,-16.393
2,0.5,90,20,1272,5.5,23.99
2,0.5,90,40,1272,5.5,44.186
2,0.5,90,20,3132,5.5,29.804
2,0.5,90,40,3132,5.5,50.284
2,0.5,90,-20,5040,5.5,-5.7476
2,0.5,90,0,5040,5.5,14.993
2,0.5,90,20,5040,5.5,35.751
2,0.5,90,40,5040,5.5,56.519
2,0.5,90,0,1272,7.75,2.8759
2,0.5,90,20,1272,7.75,23.003
2,0.5,90,40,1272,7.75,43.132
2,0.5,90,20,3132,7.75,27.38
2,0.5,90,40,3132,7.75,47.698
2,0.5,90,-20,5040,7.75,-9.1289
2,0.5,90,0,5040,7.75,11.359
2,0.5,90,20,5040,7.75,31.858
2,0.5,90,40,5040,7.75,52.368
2,0.5,90,-20,3132,10,-14.403
2,0.5,90,0,3132,10,5.8183
2,0.5,90,20,3132,10,26.042
2,0.5,90,-20,5040,10,-11.006
2,0.5,90,0,5040,10,9.349
2,0.75,30,-20,1272,1,-12.709
2,0.75,30,0,1272,1,7.6741
2,0.75,30,40,1272,1,48.487
2,0.75,30,-20,3132,1,-1.7623
2,0.75,30,0,3132,1,19.129
2,0.75,30,20,3132,1,40.064
2,0.75,30,-20,5040,1,9.4674
2,0.75,30,40,5040,1,73.934
2,0.75,30,-20,1272,3.25,-16.972
2,0.75,30,0,1272,3.25,3.1023
2,0.75,30,40,1272,3.25,43.271
2,0.75,30,-20,3132,3.25,-12.411
2,0.75,30,0,3132,3.25,7.7462
2,0.75,30,-20,5040,3.25,-7.5681
2,0.75,30,0,5040,3.25,12.663
2,0.75,30,-20,1272,5.5,-17.773
2,0.75,30,0,1272,5.5,2.259
2,0.75,30,20,1272,5.5,22.295
2,0.75,30,40,1272,5.5,42.333
2,0.75,30,-20,3132,5.5,-14.475
2,0.75,30,0,3132,5.5,5.5988
2,0.75,30,20,3132,5.5,25.681
2,0.75,30,-20,5040,5.5,-11.013
2,0.75,30,20,5040,5.5,29.221
2,0.75,30,40,5040,5.5,49.354
2,0.75,30,-20,1272,7.75,-18.139
2,0.75,30,20,1272,7.75,21.9
2,0.75,30,-20,3132,7.75,-15.407
2,0.75,30,20,3132,7.75,24.688
2,0.75,30,40,3132,7.75,44.742
2,0.75,30,-20,5040,7.75,-12.573
2,0.75,30,0,5040,7.75,7.4976
2,0.75,30,40,5040,7.75,47.66
2,0.75,30,-20,1272,10,-18.36
2,0.75,30,0,1272,10,1.6529
2,0.75,30,40,1272,10,41.682
2,0.75,30,0,3132,10,4.0706
2,0.75,30,20,3132,10,24.105
2,0.75,30,40,3132,10,44.143
2,0.75,30,-20,5040,10,-13.489
2,0.75,30,20,5040,10,26.618
2,0.75,60,-20,1272,1,-7.4788
2,0.75,60,0,1272,1,13.319
2,0.75,60,-20,3132,1,10.993
2,0.75,60,0,3132,1,32.902
2,0.75,60,40,3132,1,76.826
2,0.75,60,-20,5040,1,29.838
2,0.75,60,0,5040,1,52.896
2,0.75,60,40,5040,1,99.163
2,0.75,60,-20,1272,3.25,-15.308
2,0.75,60,0,1272,3.25,4.8795
2,0.75,60,20,1272,3.25,25.077
2,0.75,60,-20,3132,3.25,-8.313
2,0.75,60,0,3132,3.25,12.112
2,0.75,60,20,3132,3.25,32.566
2,0.75,60,40,3132,3.25,53.04
2,0.75,60,0,5040,3.25,19.67
2,0.75,60,20,5040,3.25,40.365
2,0.75,60,40,5040,3.25,61.095
2,0.75,60,-20,1272,5.5,-16.73
2,0.75,60,0,1272,5.5,3.3608
2,0.75,60,20,1272,5.5,23.457
2,0.75,60,-20,3132,5.5,-11.891
2,0.75,60,0,3132,5.5,8.3176
2,0.75,60,20,3132,5.5,28.542
2,0.75,60,40,3132,5.5,48.78
2,0.75,60,-20,5040,5.5,-6.8246
2,0.75,60,20,5040,5.5,33.832
2,0.75,60,40,5040,5.5,54.196
2,0.75,60,-20,1272,7.75,-17.349
2,0.75,60,0,1272,7.75,2.7053
2,0.75,60,40,1272,7.75,42.826
2,0.75,60,-20,3132,7.75,-13.453
2,0.75,60,0,3132,7.75,6.6762
2,0.75,60,20,3132,7.75,26.818
2,0.75,60,40,3132,7.75,46.965
2,0.75,60,-20,5040,7.75,-9.4027
2,0.75,60,0,5040,7.75,10.796
2,0.75,60,20,5040,7.75,31.015
2,0.75,60,-20,1272,10,-17.707
2,0.75,60,-20,3132,10,-14.349
2,0.75,60,0,3132,10,5.7397
2,0.75,60,20,3132,10,25.836
2,0.75,60,0,5040,10,9.2603
2,0.75,60,40,5040,10,49.573
2,0.75,90,-20,1272,1,-2.2962
2,0.75,90,0,1272,1,18.915
2,0.75,90,40,1272,1,61.361
2,0.75,90,-20,3132,1,23.64
2,0.75,90,0,3132,1,46.562
2,0.75,90,20,3132,1,69.51
2,0.75,90,40,3132,1,92.476
2,0.75,90,-20,5040,1,50.047
2,0.75,90,0,5040,1,74.72
2,0.75,90,40,5040,1,124.15
2,0.75,90,-20,1272,3.25,-13.706
2,0.75,90,20,1272,3.25,26.927
2,0.75,90,40,1272,3.25,47.253
2,0.75,90,0,3132,3.25,16.324
2,0.75,90,20,3132,3.25,37.084
2,0.75,90,40,3132,3.25,57.863
2,0.75,90,-20,5040,3.25,5.2395
2,0.75,90,0,5040,3.25,26.386
2,0.75,90,20,5040,3.25,47.575
2,0.75,90,40,5040,3.25,68.796
2,0.75,90,-20,1272,5.5,-15.775
2,0.75,90,40,1272,5.5,44.726
2,0.75,90,-20,3132,5.5,-9.5606
2,0.75,90,0,3132,5.5,10.824
2,0.75,90,20,3132,5.5,31.225
2,0.75,90,40,3132,5.5,51.639
2,0.75,90,0,5040,5.5,17.49
2,0.75,90,40,5040,5.5,58.763
2,0.75,90,-20,1272,7.75,-16.663
2,0.75,90,20,1272,7.75,23.548
2,0.75,90,40,1272,7.75,43.658
2,0.75,90,0,3132,7.75,8.4754
2,0.75,90,20,3132,7.75,28.735
2,0.75,90,40,3132,7.75,49.003
2,0.75,90,20,5040,7.75,34.08
2,0.75,90,40,5040,7.75,54.502
2,0.75,90,-20,1272,10,-17.166
2,0.75,90,0,1272,10,2.9061
2,0.75,90,40,1272,10,43.062
2,0.75,90,-20,3132,10,-13.022
2,0.75,90,0,3132,10,7.1515
2,0.75,90,40,3132,10,47.532
2,0.75,90,0,5040,10,11.52
2,0.75,90,20,5040,10,31.812
2,0.75,90,40,5040,10,52.122
2,1,30,0,1272,1,8.4624
2,1,30,20,1272,1,28.798
2,1,30,-20,3132,1,0.61033
2,1,30,0,3132,1,21.348
2,1,30,-20,5040,1,13.278
2,1,30,0,5040,1,34.482
2,1,30,-20,1272,3.25,-16.424
2,1,30,0,1272,3.25,3.6308
2,1,30,20,1272,3.25,23.693
2,1,30,40,1272,3.25,43.762
2,1,30,-20,3132,3.25,-10.876
2,1,30,0,3132,3.25,9.2357
2,1,30,20,3132,3.25,29.36
2,1,30,0,5040,3.25,15.243
2,1,30,20,5040,3.25,35.432
2,1,30,40,5040,3.25,55.639
2,1,30,-20,1272,5.5,-17.333
2,1,30,0,1272,5.5,2.6917
2,1,30,20,1272,5.5,22.719
2,1,30,20,3132,5.5,26.783
2,1,30,40,3132,5.5,46.852
2,1,30,20,5040,5.5,31.088
2,1,30,40,5040,5.5,51.195
2,1,30,0,1272,7.75,2.2574
2,1,30,-20,3132,7.75,-14.45
2,1,30,0,3132,7.75,5.5868
2,1,30,20,3132,7.75,25.627
2,1,30,40,3132,7.75,45.67
2,1,30,0,5040,7.75,9.0667
2,1,30,20,5040,7.75,29.128
2,1,30,-20,1272,10,-18.019
2,1,30,0,1272,10,1.9915
2,1,30,20,1272,10,22.004
2,1,30,40,1272,10,42.017
2,1,30,-20,3132,10,-15.112
2,1,30,20,3132,10,24.942
2,1,30,40,3132,10,44.975
2,1,30,-20,5040,10,-12.095
2,1,30,20,5040,10,27.986
2,1,30,40,5040,10,48.036
2,1,60,-20,1272,1,-6.5769
2,1,60,20,1272,1,34.881
2,1,60,40,1272,1,55.642
2,1,60,20,3132,1,56.96
2,1,60,40,3132,1,78.777
2,1,60,-20,5040,1,33.733
2,1,60,20,5040,1,79.395
2,1,60,20,1272,3.25,25.641
2,1,60,40,1272,3.25,45.821
2,1,60,-20,3132,3.25,-6.5382
2,1,60,0,3132,3.25,13.812
2,1,60,20,3132,3.25,34.186
2,1,60,-20,5040,3.25,2.0714
2,1,60,0,5040,3.25,22.622
2,1,60,20,5040,3.25,43.203
2,1,60,0,1272,5.5,3.8499
2,1,60,20,1272,5.5,23.936
2,1,60,40,3132,5.5,50.014
2,1,60,0,5040,5.5,15.697
2,1,60,40,5040,5.5,56.319
2,1,60,20,1272,7.75,23.186
2,1,60,40,1272,7.75,43.243
2,1,60,-20,3132,7.75,-12.35
2,1,60,0,3132,7.75,7.7656
2,1,60,20,3132,7.75,27.891
2,1,60,40,3132,7.75,48.024
2,1,60,-20,5040,7.75,-7.5538
2,1,60,0,5040,7.75,12.619
2,1,60,40,5040,7.75,53.013
2,1,60,-20,1272,10,-17.317
2,1,60,20,1272,10,22.751
2,1,60,40,1272,10,42.791
2,1,60,-20,3132,10,-13.369
2,1,60,0,3132,10,6.7039
2,1,60,20,3132,10,26.791
2,1,60,-20,5040,10,-9.2513
2,1,60,0,5040,10,10.856
2,1,60,40,5040,10,51.135
2,1,90,-20,1272,1,-1.3832
2,1,90,0,1272,1,19.74
2,1,90,40,1272,1,62.056
2,1,90,-20,3132,1,26.093
2,1,90,0,3132,1,48.812
2,1,90,20,3132,1,71.581
2,1,90,40,3132,1,94.384
2,1,90,-20,5040,1,53.862
2,1,90,0,5040,1,78.249
2,1,90,20,5040,1,102.7
2,1,90,40,5040,1,127.18
2,1,90,-20,1272,3.25,-13.014
2,1,90,0,1272,3.25,7.2563
2,1,90,20,1272,3.25,27.538
2,1,90,40,1272,3.25,47.833
2,1,90,0,3132,3.25,18.217
2,1,90,20,3132,3.25,38.854
2,1,90,40,3132,3.25,59.523
2,1,90,0,5040,3.25,29.687
2,1,90,40,5040,3.25,71.733
2,1,90,-20,1272,5.5,-15.187
2,1,90,0,1272,5.5,4.9554
2,1,90,40,1272,5.5,45.252
2,1,90,0,3132,5.5,12.349
2,1,90,20,3132,5.5,32.686
2,1,90,40,3132,5.5,53.042
2,1,90,-20,5040,5.5,-0.38802
2,1,90,0,5040,5.5,20.128
2,1,90,20,1272,7.75,24.048
2,1,90,40,1272,7.75,44.147
2,1,90,-20,3132,7.75,-10.4
2,1,90,0,3132,7.75,9.8031
2,1,90,40,3132,7.75,50.253
2,1,90,20,5040,7.75,36.251
2,1,90,40,5040,7.75,56.614
2,1,90,-20,1272,10,-16.666
2,1,90,0,3132,10,8.3669
2,1,90,40,3132,10,48.68
2,1,90,0,5040,10,13.543
2,1,90,40,5040,10,54.026
2,1.25,30,-20,1272,1,-10.837
2,1.25,30,0,1272,1,9.4094
2,1.25,30,20,1272,1,29.678
2,1.25,30,-20,3132,1,3.0864
2,1.25,30,20,3132,1,44.378
2,1.25,30,-20,5040,1,17.133
2,1.25,30,40,5040,1,80.442
2,1.25,30,0,1272,3.25,4.2166
2,1.25,30,40,1272,3.25,44.314
2,1.25,30,0,3132,3.25,10.843
2,1.25,30,20,3132,3.25,30.945
2,1.25,30,20,5040,3.25,38.062
2,1.25,30,-20,1272,5.5,-16.871
2,1.25,30,0,1272,5.5,3.1457
2,1.25,30,-20,3132,5.5,-12.129
2,1.25,30,20,3132,5.5,27.965
2,1.25,30,40,3132,5.5,48.02
2,1.25,30,-20,5040,5.5,-7.0908
2,1.25,30,40,5040,5.5,53.165
2,1.25,30,20,1272,7.75,22.665
2,1.25,30,40,1272,7.75,42.677
2,1.25,30,-20,3132,7.75,-13.429
2,1.25,30,0,3132,7.75,6.5925
2,1.25,30,20,3132,7.75,26.619
2,1.25,30,40,3132,7.75,46.65
2,1.25,30,-20,5040,7.75,-9.3042
2,1.25,30,0,5040,7.75,10.73
2,1.25,30,20,5040,7.75,30.775
2,1.25,30,-20,1272,10,-17.654
2,1.25,30,0,1272,10,2.3537
2,1.25,30,20,1272,10,22.362
2,1.25,30,40,1272,10,42.37
2,1.25,30,-20,3132,10,-14.203
2,1.25,30,0,3132,10,5.8142
2,1.25,30,40,3132,10,45.853
2,1.25,30,-20,5040,10,-10.608
2,1.25,30,0,5040,10,9.4153
2,1.25,30,20,5040,10,29.443
2,1.25,30,40,5040,10,49.476
2,1.25,60,0,1272,1,15.16
2,1.25,60,20,1272,1,35.816
2,1.25,60,40,1272,1,56.496
2,1.25,60,0,3132,1,37.657
2,1.25,60,20,3132,1,59.285
2,1.25,60,40,3132,1,80.96
2,1.25,60,-20,5040,1,37.729
2,1.25,60,20,5040,1,82.959
2,1.25,60,40,5040,1,105.68
2,1.25,60,-20,1272,3.25,-13.937
2,1.25,60,40,1272,3.25,46.479
2,1.25,60,-20,3132,3.25,-4.4896
2,1.25,60,0,3132,3.25,15.821
2,1.25,60,40,3132,3.25,56.469
2,1.25,60,-20,5040,3.25,5.3692
2,1.25,60,0,5040,3.25,25.893
2,1.25,60,20,5040,3.25,46.422
2,1.25,60,40,5040,3.25,66.959
2,1.25,60,40,1272,5.5,44.565
2,1.25,60,-20,3132,5.5,-9.0031
2,1.25,60,0,3132,5.5,11.151
2,1.25,60,20,3132,5.5,31.315
2,1.25,60,-20,5040,5.5,-1.9829
2,1.25,60,40,5040,5.5,58.828
2,1.25,60,0,1272,7.75,3.6353
2,1.25,60,0,3132,7.75,9.0637
2,1.25,60,20,3132,7.75,29.163
2,1.25,60,40,3132,7.75,49.271
2,1.25,60,-20,5040,7.75,-5.345
2,1.25,60,20,5040,7.75,34.944
2,1.25,60,-20,1272,10,-16.844
2,1.25,60,20,1272,10,23.207
2,1.25,60,40,1272,10,43.235
2,1.25,60,-20,3132,10,-12.18
2,1.25,60,0,3132,10,7.8709
2,1.25,60,20,3132,10,27.935
2,1.25,60,40,3132,10,48.008
2,1.25,60,-20,5040,10,-7.2911
2,1.25,60,0,5040,10,12.782
2,1.25,60,40,5040,10,52.993
2,1.25,90,-20,1272,1,-0.30587
2,1.25,90,20,1272,1,41.791
2,1.25,90,40,1272,1,62.878
2,1.25,90,-20,3132,1,28.693
2,1.25,90,0,3132,1,51.254
2,1.25,90,20,3132,1,73.869
2,1.25,90,40,3132,1,96.525
2,1.25,90,40,5040,1,130.48
2,1.25,90,20,1272,3.25,28.178
2,1.25,90,40,1272,3.25,48.44
2,1.25,90,0,3132,3.25,20.14
2,1.25,90,20,3132,3.25,40.723
2,1.25,90,40,3132,3.25,61.32
2,1.25,90,-20,5040,3.25,11.887
2,1.25,90,0,5040,3.25,32.852
2,1.25,90,20,5040,3.25,53.806
2,1.25,90,40,5040,3.25,74.769
2,1.25,90,-20,1272,5.5,-14.65
2,1.25,90,20,1272,5.5,25.608
2,1.25,90,0,3132,5.5,13.775
2,1.25,90,20,3132,5.5,34.086
2,1.25,90,40,3132,5.5,54.413
2,1.25,90,0,5040,5.5,22.509
2,1.25,90,20,5040,5.5,43.019
2,1.25,90,40,5040,5.5,63.552
2,1.25,90,0,1272,7.75,4.4111
2,1.25,90,20,1272,7.75,24.495
2,1.25,90,40,1272,7.75,44.583
2,1.25,90,-20,3132,7.75,-9.1833
2,1.25,90,0,3132,7.75,10.993
2,1.25,90,-20,5040,7.75,-2.3589
2,1.25,90,20,5040,7.75,38.223
2,1.25,90,40,5040,7.75,58.554
2,1.25,90,0,1272,10,3.8002
2,1.25,90,20,1272,10,23.857
2,1.25,90,40,1272,10,43.919
2,1.25,90,-20,3132,10,-10.689
2,1.25,90,0,3132,10,9.4229
2,1.25,90,20,3132,10,29.553
2,1.25,90,40,3132,10,49.7
2,1.25,90,-20,5040,10,-4.8581
2,1.25,90,20,5040,10,35.504
2,1.25,90,40,5040,10,55.73
2,1.5,30,-20,1272,1,-9.9114
2,1.5,30,0,1272,1,10.293
2,1.5,30,20,1272,1,30.519
2,1.5,30,40,1272,1,50.765
2,1.5,30,-20,3132,1,5.301
2,1.5,30,0,3132,1,25.84
2,1.5,30,20,3132,1,46.426
2,1.5,30,40,3132,1,67.055
2,1.5,30,-20,5040,1,20.578
2,1.5,30,0,5040,1,41.488
2,1.5,30,20,5040,1,62.467
2,1.5,30,0,1272,3.25,4.7754
2,1.5,30,20,1272,3.25,24.811
2,1.5,30,20,3132,3.25,32.397
2,1.5,30,40,3132,3.25,52.486
2,1.5,30,0,5040,3.25,20.246
2,1.5,30,20,5040,3.25,40.416
2,1.5,30,40,5040,3.25,60.578
2,1.5,30,0,1272,5.5,3.5772
2,1.5,30,20,1272,5.5,23.593
2,1.5,30,-20,3132,5.5,-11.03
2,1.5,30,0,3132,5.5,9.0127
2,1.5,30,40,3132,5.5,49.115
2,1.5,30,-20,5040,5.5,-5.3054
2,1.5,30,0,5040,5.5,14.776
2,1.5,30,20,5040,5.5,34.871
2,1.5,30,40,5040,5.5,54.966
2,1.5,30,-20,1272,7.75,-16.983
2,1.5,30,0,1272,7.75,3.025
2,1.5,30,20,1272,7.75,23.034
2,1.5,30,40,1272,7.75,43.043
2,1.5,30,-20,3132,7.75,-12.502
2,1.5,30,0,3132,7.75,7.5161
2,1.5,30,-20,1272,10,-17.326
2,1.5,30,20,1272,10,22.691
2,1.5,30,40,1272,10,42.699
2,1.5,30,-20,3132,10,-13.387
2,1.5,30,0,3132,10,6.6297
2,1.5,30,20,3132,10,26.648
2,1.5,30,40,3132,10,46.667
2,1.5,30,-20,5040,10,-9.2797
2,1.5,30,20,5040,10,30.766
2,1.5,30,40,5040,10,50.797
2,1.5,60,-20,1272,1,-4.506
2,1.5,60,20,1272,1,36.681
2,1.5,60,20,3132,1,61.406
2,1.5,60,-20,5040,1,41.322
2,1.5,60,0,5040,1,63.739
2,1.5,60,20,5040,1,86.242
2,1.5,60,-20,1272,3.25,-13.38
2,1.5,60,40,1272,3.25,47.004
2,1.5,60,-20,3132,3.25,-3.0228
2,1.5,60,20,3132,3.25,37.601
2,1.5,60,40,3132,3.25,57.918
2,1.5,60,40,5040,3.25,69.353
2,1.5,60,-20,1272,5.5,-15.22
2,1.5,60,0,1272,5.5,4.8367
2,1.5,60,20,1272,5.5,24.901
2,1.5,60,40,1272,5.5,44.97
2,1.5,60,0,3132,5.5,12.238
2,1.5,60,20,3132,5.5,32.394
2,1.5,60,-20,5040,5.5,-0.17175
2,1.5,60,0,5040,5.5,20.065
2,1.5,60,40,5040,5.5,60.611
2,1.5,60,-20,1272,7.75,-16.038
2,1.5,60,0,1272,7.75,3.9948
2,1.5,60,20,1272,7.75,24.032
2,1.5,60,-20,3132,7.75,-10.086
2,1.5,60,0,3132,7.75,9.9828
2,1.5,60,40,3132,7.75,50.166
2,1.5,60,-20,5040,7.75,-3.7923
2,1.5,60,0,5040,7.75,16.31
2,1.5,60,20,5040,7.75,36.442
2,1.5,60,40,5040,7.75,56.597
2,1.5,60,-20,1272,10,-16.524
2,1.5,60,0,1272,10,3.498
2,1.5,60,20,1272,10,23.523
2,1.5,60,40,1272,10,43.551
2,1.5,60,20,3132,10,28.737
2,1.5,60,0,5040,10,14.131
2,1.5,60,40,5040,10,54.303
1.2,0.65,50,10,2240,2.125,25.436
1.2,0.65,50,30,2240,2.125,46.11
1.2,0.65,50,10,3960,2.125,37.225
1.2,0.65,50,30,3960,2.125,58.421
1.2,0.65,50,-10,2240,4.375,-1.364
1.2,0.65,50,10,2240,4.375,18.867
1.2,0.65,50,30,2240,4.375,39.113
1.2,0.65,50,-10,3960,4.375,5.3763
1.2,0.65,50,10,3960,4.375,25.792
1.2,0.65,50,30,3960,4.375,46.234
1.2,0.65,50,-10,2240,6.625,-3.5313
1.2,0.65,50,10,2240,6.625,16.576
1.2,0.65,50,10,3960,6.625,21.863
1.2,0.65,50,30,3960,6.625,42.086
1.2,0.65,50,10,2240,8.875,15.304
1.2,0.65,50,-10,3960,8.875,-0.36726
1.2,0.65,50,10,3960,8.875,19.736
1.2,0.65,70,-10,2240,2.125,9.0766
1.2,0.65,70,10,2240,2.125,30.032
1.2,0.65,70,30,2240,2.125,51.008
1.2,0.65,70,-10,3960,2.125,23.568
1.2,0.65,70,10,3960,2.125,45.274
1.2,0.65,70,30,3960,2.125,67.013
1.2,0.65,70,-10,2240,4.375,0.8793
1.2,0.65,70,30,2240,4.375,41.596
1.2,0.65,70,30,3960,4.375,50.593
1.2,0.65,70,-10,2240,6.625,-1.9349
1.2,0.65,70,30,2240,6.625,38.413
1.2,0.65,70,-10,3960,6.625,4.4677
1.2,0.65,70,30,3960,6.625,45.136
1.2,0.65,70,-10,2240,8.875,-3.4887
1.2,0.65,70,30,2240,8.875,36.685
1.2,0.65,70,-10,3960,8.875,1.877
1.2,0.65,70,30,3960,8.875,42.251
1.2,0.8,50,-10,2240,2.125,5.7563
1.2,0.8,50,10,2240,2.125,26.373
1.2,0.8,50,-10,3960,2.125,17.831
1.2,0.8,50,30,3960,2.125,60.057
1.2,0.8,50,-10,2240,4.375,-0.63197
1.2,0.8,50,10,2240,4.375,19.584
1.2,0.8,50,30,2240,4.375,39.814
1.2,0.8,50,-10,3960,4.375,6.7447
1.2,0.8,50,10,3960,4.375,27.121
1.2,0.8,50,-10,2240,6.625,-2.8935
1.2,0.8,50,10,2240,6.625,17.203
1.2,0.8,50,30,2240,6.625,37.311
1.2,0.8,50,-10,3960,6.625,2.801
1.2,0.8,50,10,3960,6.625,22.984
1.2,0.8,50,30,2240,8.875,35.943
1.2,0.8,50,-10,3960,8.875,0.66169
1.2,0.8,50,10,3960,8.875,20.749
1.2,0.8,70,10,2240,2.125,30.958
1.2,0.8,70,30,2240,2.125,51.914
1.2,0.8,70,-10,3960,2.125,25.402
