Session: untitled,,,,,,,,,,,,,,,,,,,,
Training Data: pressure_train    Observations: 3550,,,,,,,,,,,,,,,,,,,,
"Predictors: 6    Predictor Names: hc, wc, length, Tamb, Q, Uin",,,,,,,,,,,,,,,,,,,,
Response Name: PressurePaPressureProbe3,,,,,,,,,,,,,,,,,,,,
Validation: 10-fold cross-validation,,,,,,,,,,,,,,,,,,,,
Test Data: pressure_test    Observations: 626,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Favorite,Model Number,Model Type,Status,RMSE (Validation),MSE (Validation),RSquared (Validation),MAE (Validation),MAE (Test),MSE (Test),RMSE (Test),RSquared (Test),Preset,Prediction Speed (obs/sec),Training Time (sec),Model Size (bytes),Hyperparameters,Selected Features,Feature Ranking Algorithm,PCA,Optimizer Options
0,2.1,Linear Regression,Tested,224.364111437108,50339.2545009631,0.739197281456994,155.441492616191,154.086811951745,50658.9146963524,225.075353373826,0.724542222843669,Linear,82597.7096004132,7.1718742,8006,Terms: Linear; Robust option: Off,6/6,None,Disabled,Not applicable
0,2.2,Linear Regression,Tested,141.423945399139,20000.7323322585,0.896378176101034,102.286033868914,107.148648838492,21191.9360444318,145.574503414684,0.884768877670832,Interactions Linear,29945.0192575997,4.267686,18284,Terms: Interactions; Robust option: Off,6/6,None,Disabled,Not applicable
0,2.3,Linear Regression,Tested,265.648739286313,70569.2526844074,0.634387653768499,138.190566076435,130.68647746861,68440.529126261,261.611408631698,0.6278547194798,Robust Linear,37247.1130864322,2.7536808,8550,Terms: Linear; Robust option: On,6/6,None,Disabled,Not applicable
0,2.4,Stepwise Linear Regression,Tested,141.488493678713,20018.9938434713,0.896283565010421,102.381222004552,107.381469122158,21206.8138902898,145.625594901067,0.884687979404979,Stepwise Linear,23782.3599202253,56.3068367,14844,Initial terms: Linear; Upper bound on terms: Interactions; Maximum number of steps: 1000,6/6,None,Disabled,Not applicable
0,2.5,Tree,Tested,26.4540782591379,699.818256540591,0.996374310553441,15.1104497056949,13.6248711137458,613.000192764268,24.7588406991173,0.996666812317094,Fine Tree,27073.6303602928,7.1501197,122000,Minimum leaf size: 4; Surrogate decision splits: Off,6/6,None,Disabled,Not applicable
0,2.6,Tree,Tested,74.3985222082393,5535.14010676988,0.97132298438519,44.8239299495367,41.9961036466419,5095.1496762508,71.3803171487126,0.972295130827193,Medium Tree,33580.1871220455,1.9892088,54568,Minimum leaf size: 12; Surrogate decision splits: Off,6/6,None,Disabled,Not applicable
0,2.7,Tree,Tested,135.147561421788,18264.8633582561,0.905371542251215,79.5484572068417,72.7486327186913,14346.2886795859,119.775993753281,0.921992075554546,Coarse Tree,31659.9630782402,5.8913933,20336,Minimum leaf size: 36; Surrogate decision splits: Off,6/6,None,Disabled,Not applicable
0,2.8,SVM,Tested,250.199790097631,62599.9349648984,0.675675903798923,136.471069121726,129.995690746144,61464.4204378515,247.920189653549,0.665787300626245,Linear SVM,14498.2167193435,7.6166558,160349,Kernel function: Linear; Kernel scale: Automatic; Box constraint: Automatic; Epsilon: Auto; Standardize data: Yes,6/6,None,Disabled,Not applicable
0,2.9,SVM,Tested,116.626024480133,13601.6295860407,0.929531297040036,63.8073727029043,64.2237451501471,14325.1381619053,119.687669214106,0.92210708146458,Quadratic SVM,17798.2242887103,12.5093053,105933,Kernel function: Quadratic; Kernel scale: Automatic; Box constraint: Automatic; Epsilon: Auto; Standardize data: Yes,6/6,None,Disabled,Not applicable
0,2.10,SVM,Tested,51.6191129057972,2664.53281718144,0.986195317962949,33.5515828079081,33.2724835512508,3009.68610923945,54.8606061690851,0.983634836029184,Cubic SVM,14795.4888346156,26.6458488,67125,Kernel function: Cubic; Kernel scale: Automatic; Box constraint: Automatic; Epsilon: Auto; Standardize data: Yes,6/6,None,Disabled,Not applicable
